repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
marcomusy/vedo,2251,8.5,Python,0,2258,103,51927,False,sem co-autoria LLM e sem arquivos de config nos últimos 2258 commits,1000-2999,2026-05-24T12:46:01Z,False
ustayready/fireprox,2250,7.3,Python,0,51,1,372,False,sem co-autoria LLM e sem arquivos de config nos últimos 51 commits,1000-2999,2026-05-24T12:47:08Z,False
worawit/MS17-010,2250,8.9,Python,0,54,17,983,False,sem co-autoria LLM e sem arquivos de config nos últimos 54 commits,1000-2999,2026-05-24T12:47:10Z,False
wemake-services/wemake-django-template,2251,8.7,Python,1,51,40,980,True,,1000-2999,2026-05-24T12:46:38Z,False
pypa/flit,2248,11.2,Python,1,19,73,5573,True,,1000-2999,2026-05-24T12:47:11Z,False
feature-engine/feature_engine,2242,7.4,Python,0,415,123,16997,False,sem co-autoria LLM e sem arquivos de config nos últimos 415 commits,1000-2999,2026-05-24T12:47:45Z,False
DamnWidget/anaconda,2245,12.8,Python,0,994,354,62224,False,sem co-autoria LLM e sem arquivos de config nos últimos 994 commits,1000-2999,2026-05-24T12:47:45Z,False
Matoking/protontricks,2241,7.7,Python,0,447,20,3774,False,sem co-autoria LLM e sem arquivos de config nos últimos 447 commits,1000-2999,2026-05-24T12:48:18Z,False
aws/sagemaker-python-sdk,2248,8.5,Python,0,2500,560,177089,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:47:17Z,False
chartbeat-labs/textacy,2242,10.3,Python,0,1816,94,16236,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:48:01Z,True
sfu-db/dataprep,2241,7.0,Python,0,1043,303,47275,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:48:32Z,True
lonePatient/BERT-NER-Pytorch,2241,7.3,Python,0,27,46,4771,False,sem co-autoria LLM e sem arquivos de config nos últimos 27 commits,1000-2999,2026-05-24T12:49:11Z,False
fairlearn/fairlearn,2241,8.0,Python,0,1014,76,9566,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:48:46Z,True
machrisaa/tensorflow-vgg,2239,10.2,Python,0,31,8,421,False,sem co-autoria LLM e sem arquivos de config nos últimos 31 commits,1000-2999,2026-05-24T12:49:29Z,False
Daniil-Osokin/lightweight-human-pose-estimation.pytorch,2239,7.2,Python,0,37,19,1418,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:49:31Z,True
eliben/pyelftools,2240,13.0,Python,0,762,54,16144,False,sem co-autoria LLM e sem arquivos de config nos últimos 762 commits,1000-2999,2026-05-24T12:49:14Z,False
jelmer/dulwich,2241,17.2,Python,0,2500,101,66195,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:48:43Z,False
cantools/cantools,2238,11.1,Python,1,1,61,13857,True,,1000-2999,2026-05-24T12:49:34Z,False
Accenture/AmpliGraph,2236,7.4,Python,0,1631,49,14749,False,sem co-autoria LLM e sem arquivos de config nos últimos 1631 commits,1000-2999,2026-05-24T12:49:55Z,False
gaphor/gaphor,2237,16.9,Python,0,2500,354,34804,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:49:37Z,False
PatrikH0lop/malware_showcase,2234,6.8,Python,0,22,9,517,False,sem co-autoria LLM e sem arquivos de config nos últimos 22 commits,1000-2999,2026-05-24T12:50:58Z,False
Ascotbe/Medusa,2234,6.7,Python,0,741,71,8816,False,sem co-autoria LLM e sem arquivos de config nos últimos 741 commits,1000-2999,2026-05-24T12:50:42Z,False
nicoboss/nsz,2234,6.6,Python,0,616,49,6033,False,sem co-autoria LLM e sem arquivos de config nos últimos 616 commits,1000-2999,2026-05-24T12:51:01Z,False
Kyubyong/wordvectors,2233,9.4,Python,0,8,2,190,False,sem co-autoria LLM e sem arquivos de config nos últimos 8 commits,1000-2999,2026-05-24T12:51:18Z,False
bigmb/Unet-Segmentation-Pytorch-Nest-of-Unets,2231,7.0,Python,0,66,8,1346,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:51:20Z,True
python-restx/flask-restx,2233,6.4,Python,0,1007,22,5016,False,sem co-autoria LLM e sem arquivos de config nos últimos 1007 commits,1000-2999,2026-05-24T12:51:05Z,False
pypa/cibuildwheel,2234,9.2,Python,1,4,89,14258,True,,1000-2999,2026-05-24T12:50:27Z,False
buckket/twtxt,2229,10.3,Python,0,300,13,1218,False,sem co-autoria LLM e sem arquivos de config nos últimos 300 commits,1000-2999,2026-05-24T12:51:32Z,False
Gsllchb/Handright,2230,8.5,Python,0,863,6,684,False,sem co-autoria LLM e sem arquivos de config nos últimos 863 commits,1000-2999,2026-05-24T12:51:23Z,False
wooey/Wooey,2228,11.2,Python,0,971,59,5060,False,sem co-autoria LLM e sem arquivos de config nos últimos 971 commits,1000-2999,2026-05-24T12:51:33Z,False
justinmeister/Mario-Level-1,2225,12.4,Python,0,151,29,4027,False,sem co-autoria LLM e sem arquivos de config nos últimos 151 commits,1000-2999,2026-05-24T12:51:58Z,False
Jongchan/attention-module,2222,7.6,Python,0,19,4,523,False,sem co-autoria LLM e sem arquivos de config nos últimos 19 commits,1000-2999,2026-05-24T12:52:05Z,False
andikleen/pmu-tools,2227,13.0,Python,0,2500,100,240461,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:51:40Z,False
h5py/h5py,2227,13.7,Python,0,2500,35,5611,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:51:45Z,False
ross/requests-futures,2221,13.2,Python,0,221,3,228,False,sem co-autoria LLM e sem arquivos de config nos últimos 221 commits,1000-2999,2026-05-24T12:52:47Z,False
testcontainers/testcontainers-python,2221,9.2,Python,1,7,128,10559,True,,1000-2999,2026-05-24T12:52:52Z,False
azavea/raster-vision,2221,9.3,Python,0,2500,233,22005,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:52:07Z,True
Tencent/MedicalNet,2218,6.9,Python,0,29,9,800,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:53:22Z,True
HatBoy/Struts2-Scan,2218,7.9,Python,0,10,1,1342,False,sem co-autoria LLM e sem arquivos de config nos últimos 10 commits,1000-2999,2026-05-24T12:53:27Z,False
thu-ml/zhusuan,2218,9.9,Python,0,439,27,7337,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:53:24Z,True
titoBouzout/SideBarEnhancements,2216,14.6,Python,0,550,13,3200,False,sem co-autoria LLM e sem arquivos de config nos últimos 550 commits,1000-2999,2026-05-24T12:53:34Z,False
mit-han-lab/temporal-shift-module,2214,7.2,Python,0,48,25,3956,False,sem co-autoria LLM e sem arquivos de config nos últimos 48 commits,1000-2999,2026-05-24T12:53:49Z,False
openshift/openshift-ansible,2219,11.7,Python,0,2500,8,1724,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:52:53Z,False
DerwenAI/pytextrank,2213,9.6,Python,0,481,16,2505,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:53:52Z,True
python-excel/xlrd,2209,14.2,Python,0,507,12,7666,False,sem co-autoria LLM e sem arquivos de config nos últimos 507 commits,1000-2999,2026-05-24T12:54:03Z,False
python-rope/rope,2216,12.5,Python,0,2500,147,41489,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:53:37Z,False
MouseLand/cellpose,2206,6.3,Python,0,1566,48,18553,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:54:17Z,True
custom-components/ble_monitor,2207,6.5,Python,0,2500,60,12660,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:54:04Z,False
ellisdg/3DUnetCNN,2205,9.3,Python,0,915,58,4967,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:54:46Z,True
ahmedfgad/GeneticAlgorithmPython,2201,7.5,Python,0,648,31,6152,False,sem co-autoria LLM e sem arquivos de config nos últimos 648 commits,1000-2999,2026-05-24T12:55:12Z,False
dmis-lab/biobert,2200,7.3,Python,0,115,18,5851,False,sem co-autoria LLM e sem arquivos de config nos últimos 115 commits,1000-2999,2026-05-24T12:55:34Z,False
python-security/pyt,2204,9.6,Python,0,1576,39,4181,False,sem co-autoria LLM e sem arquivos de config nos últimos 1576 commits,1000-2999,2026-05-24T12:55:03Z,False
qwj/python-proxy,2197,9.9,Python,0,236,12,2692,False,sem co-autoria LLM e sem arquivos de config nos últimos 236 commits,1000-2999,2026-05-24T12:55:41Z,False
jellyfin/jellyfin-mpv-shim,2201,6.4,Python,1,79,32,6061,True,,1000-2999,2026-05-24T12:55:08Z,False
allenai/longformer,2196,6.1,Python,0,75,37,4686,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:55:54Z,True
login-securite/lsassy,2199,6.5,Python,0,573,47,3533,False,sem co-autoria LLM e sem arquivos de config nos últimos 573 commits,1000-2999,2026-05-24T12:55:39Z,False
oxwhirl/pymarl,2195,7.6,Python,0,42,32,1561,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:55:58Z,True
abisee/pointer-generator,2195,9.1,Python,0,30,10,1536,False,sem co-autoria LLM e sem arquivos de config nos últimos 30 commits,1000-2999,2026-05-24T12:56:02Z,False
nonebot/nonebot,2197,9.5,Python,0,689,27,4137,False,sem co-autoria LLM e sem arquivos de config nos últimos 689 commits,1000-2999,2026-05-24T12:55:48Z,False
tokland/youtube-upload,2192,11.4,Python,0,210,13,647,False,sem co-autoria LLM e sem arquivos de config nos últimos 210 commits,1000-2999,2026-05-24T12:56:07Z,False
SergeyPirogov/webdriver_manager,2191,9.4,Python,0,549,32,1468,False,sem co-autoria LLM e sem arquivos de config nos últimos 549 commits,1000-2999,2026-05-24T12:56:13Z,False
codingo/Reconnoitre,2191,9.1,Python,0,441,15,793,False,sem co-autoria LLM e sem arquivos de config nos últimos 441 commits,1000-2999,2026-05-24T12:56:27Z,False
Yggdroot/LeaderF,2194,12.4,Python,0,1337,35,21010,False,sem co-autoria LLM e sem arquivos de config nos últimos 1337 commits,1000-2999,2026-05-24T12:56:04Z,False
lucidrains/reformer-pytorch,2190,6.4,Python,0,249,9,1202,False,sem co-autoria LLM e sem arquivos de config nos últimos 249 commits,1000-2999,2026-05-24T12:56:39Z,False
deviantfero/wpgtk,2190,10.4,Python,0,932,20,1968,False,sem co-autoria LLM e sem arquivos de config nos últimos 932 commits,1000-2999,2026-05-24T12:56:38Z,False
skorokithakis/shortuuid,2187,15.4,Python,0,181,5,393,False,sem co-autoria LLM e sem arquivos de config nos últimos 181 commits,1000-2999,2026-05-24T12:57:03Z,False
pyglet/pyglet,2195,7.0,Python,0,2500,269,99516,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:55:58Z,False
matthewwithanm/python-markdownify,2186,13.9,Python,0,316,2,630,False,sem co-autoria LLM e sem arquivos de config nos últimos 316 commits,1000-2999,2026-05-24T12:57:09Z,False
Amulet-Team/Amulet-Map-Editor,2188,6.5,Python,0,2079,168,17020,False,sem co-autoria LLM e sem arquivos de config nos últimos 2079 commits,1000-2999,2026-05-24T12:56:50Z,False
tobgu/pyrsistent,2183,12.9,Python,0,759,20,3647,False,sem co-autoria LLM e sem arquivos de config nos últimos 759 commits,1000-2999,2026-05-24T12:57:41Z,False
JinnLynn/genpac,2182,14.1,Python,0,233,24,1873,False,sem co-autoria LLM e sem arquivos de config nos últimos 233 commits,1000-2999,2026-05-24T12:58:01Z,False
getsentry/sentry-python,2186,7.9,Python,1,917,201,41540,True,,1000-2999,2026-05-24T12:57:18Z,False
tensorflow/tfx,2186,7.3,Python,0,2500,872,109329,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:57:10Z,False
SystemRage/py-kms,2179,8.9,Python,0,230,23,6540,False,sem co-autoria LLM e sem arquivos de config nos últimos 230 commits,1000-2999,2026-05-24T12:58:33Z,False
fatchord/WaveRNN,2181,8.2,Python,0,215,30,2481,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:58:31Z,True
hexway/apple_bleee,2179,6.8,Python,0,19,79,12293,False,sem co-autoria LLM e sem arquivos de config nos últimos 19 commits,1000-2999,2026-05-24T12:58:41Z,False
unrealcv/unrealcv,2182,9.7,Python,0,1383,24,6677,False,sem co-autoria LLM e sem arquivos de config nos últimos 1383 commits,1000-2999,2026-05-24T12:58:09Z,False
maxpumperla/hyperas,2178,10.3,Python,0,213,6,522,False,sem co-autoria LLM e sem arquivos de config nos últimos 213 commits,1000-2999,2026-05-24T12:58:46Z,False
garabik/grc,2178,11.3,Python,0,340,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 340 commits,1000-2999,2026-05-24T12:58:44Z,False
pannous/tensorflow-speech-recognition,2174,10.5,Python,0,333,27,2235,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T12:58:52Z,True
alejandroautalan/pygubu,2175,13.3,Python,0,1422,189,22195,False,sem co-autoria LLM e sem arquivos de config nos últimos 1422 commits,1000-2999,2026-05-24T12:58:47Z,False
anzhihe/learning,2172,7.0,Python,0,0,0,0,False,falha no clone shallow,1000-2999,2026-05-24T12:59:04Z,False
magicleap/SuperPointPretrainedNetwork,2171,7.9,Python,0,12,1,559,False,sem co-autoria LLM e sem arquivos de config nos últimos 12 commits,1000-2999,2026-05-24T12:59:41Z,False
alecmuffett/real-world-onion-sites,2173,9.3,Python,0,2500,3,389,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T12:58:53Z,False
pydicom/pydicom,2171,12.6,Python,0,1811,92,135259,False,sem co-autoria LLM e sem arquivos de config nos últimos 1811 commits,1000-2999,2026-05-24T12:59:23Z,False
ckreibich/scholar.py,2170,12.6,Python,0,47,1,867,False,sem co-autoria LLM e sem arquivos de config nos últimos 47 commits,1000-2999,2026-05-24T13:00:16Z,False
andersbll/neural_artistic_style,2169,10.7,Python,0,17,3,276,False,sem co-autoria LLM e sem arquivos de config nos últimos 17 commits,1000-2999,2026-05-24T13:00:19Z,False
veops/cmdb,2171,10.4,Python,1,6,162,22116,True,,1000-2999,2026-05-24T12:59:47Z,False
cdeweyx/ds-career-resources,2168,7.9,Python,0,117,26,659,False,sem co-autoria LLM e sem arquivos de config nos últimos 117 commits,1000-2999,2026-05-24T13:00:21Z,False
web2py/web2py,2170,17.6,Python,1,35,326,108786,True,,1000-2999,2026-05-24T13:00:08Z,False
sirfz/tesserocr,2166,10.4,Python,0,237,2,269,False,sem co-autoria LLM e sem arquivos de config nos últimos 237 commits,1000-2999,2026-05-24T13:01:35Z,False
hhursev/recipe-scrapers,2166,10.7,Python,0,2001,638,15820,False,sem co-autoria LLM e sem arquivos de config nos últimos 2001 commits,1000-2999,2026-05-24T13:00:26Z,False
githubharald/SimpleHTR,2163,7.9,Python,0,122,5,603,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T13:01:51Z,True
home-assistant/supervisor,2167,9.2,Python,1,18,291,39974,True,,1000-2999,2026-05-24T13:00:22Z,False
fugue-project/fugue,2162,6.2,Python,0,428,143,24973,False,sem co-autoria LLM e sem arquivos de config nos últimos 428 commits,1000-2999,2026-05-24T13:01:58Z,False
gabrielfalcao/HTTPretty,2163,15.3,Python,0,684,8,1846,False,sem co-autoria LLM e sem arquivos de config nos últimos 684 commits,1000-2999,2026-05-24T13:01:56Z,False
paarthneekhara/text-to-image,2161,9.8,Python,0,41,19,2060,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T13:02:16Z,True
pygments/pygments,2166,6.7,Python,0,2500,357,112465,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T13:01:42Z,False
NixOS/nixops,2161,14.6,Python,0,2500,34,6737,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T13:02:19Z,False
moj-analytical-services/splink,2162,6.5,Python,0,2500,130,20198,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T13:02:15Z,False
Harry24k/adversarial-attacks-pytorch,2160,7.1,Python,0,644,73,10906,False,sem co-autoria LLM e sem arquivos de config nos últimos 644 commits,1000-2999,2026-05-24T13:03:27Z,False
jazzband/django-widget-tweaks,2160,14.2,Python,0,233,5,234,False,sem co-autoria LLM e sem arquivos de config nos últimos 233 commits,1000-2999,2026-05-24T13:03:41Z,False
lemonhu/stock-knowledge-graph,2160,7.6,Python,0,17,3,242,False,sem co-autoria LLM e sem arquivos de config nos últimos 17 commits,1000-2999,2026-05-24T13:03:47Z,False
bubbliiiing/yolov4-pytorch,2158,6.0,Python,0,213,20,3200,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T13:03:48Z,True
realpython/python-scripts,2158,12.1,Python,0,69,31,751,False,sem co-autoria LLM e sem arquivos de config nos últimos 69 commits,1000-2999,2026-05-24T13:03:54Z,False
devstructure/blueprint,2156,15.4,Python,0,558,36,5621,False,sem co-autoria LLM e sem arquivos de config nos últimos 558 commits,1000-2999,2026-05-24T13:03:56Z,False
zim-desktop-wiki/zim-desktop-wiki,2160,9.1,Python,0,2500,176,51354,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T13:03:12Z,False
google/gin-config,2152,7.9,Python,0,164,19,3529,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T13:04:33Z,True
invoice-x/invoice2data,2152,11.1,Python,0,610,28,2174,False,sem co-autoria LLM e sem arquivos de config nos últimos 610 commits,1000-2999,2026-05-24T13:04:40Z,False
SheffieldML/GPy,2156,13.5,Python,1,3,237,37550,True,,1000-2999,2026-05-24T13:03:57Z,False
Alir3z4/html2text,2151,12.3,Python,0,790,7,1531,False,sem co-autoria LLM e sem arquivos de config nos últimos 790 commits,1000-2999,2026-05-24T13:05:13Z,False
GlasgowEmbedded/glasgow,2152,8.3,Python,0,2500,256,83427,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T13:04:12Z,False
UnkL4b/GitMiner,2150,10.2,Python,0,55,9,327,False,sem co-autoria LLM e sem arquivos de config nos últimos 55 commits,1000-2999,2026-05-24T13:05:36Z,False
csujedihy/lc-all-solutions,2151,8.9,Python,0,48,580,13429,False,sem co-autoria LLM e sem arquivos de config nos últimos 48 commits,1000-2999,2026-05-24T13:05:35Z,False
mahmoud/glom,2148,8.1,Python,0,1044,12,4655,False,sem co-autoria LLM e sem arquivos de config nos últimos 1044 commits,1000-2999,2026-05-24T13:05:46Z,False
thehackingsage/hacktronian,2146,8.3,Python,0,64,1,1523,False,sem co-autoria LLM e sem arquivos de config nos últimos 64 commits,1000-2999,2026-05-24T13:06:14Z,False
salesforce/policy_sentry,2151,6.7,Python,0,200,38,3249,False,sem co-autoria LLM e sem arquivos de config nos últimos 200 commits,1000-2999,2026-05-24T13:04:58Z,False
moses-palmer/pynput,2145,10.6,Python,0,796,28,6571,False,sem co-autoria LLM e sem arquivos de config nos últimos 796 commits,1000-2999,2026-05-24T13:06:18Z,False
ankush-me/SynthText,2144,9.7,Python,0,61,12,2212,False,sem co-autoria LLM e sem arquivos de config nos últimos 61 commits,1000-2999,2026-05-24T13:06:41Z,False
ctfs/write-ups-2017,2146,9.4,Python,0,151,16,983,False,sem co-autoria LLM e sem arquivos de config nos últimos 151 commits,1000-2999,2026-05-24T13:06:18Z,False
IAmBlackHacker/Facebook-BruteForce,2144,8.9,Python,0,49,2,101,False,sem co-autoria LLM e sem arquivos de config nos últimos 49 commits,1000-2999,2026-05-24T13:06:44Z,False
