repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
ResidentMario/missingno,4206,10.2,Python,0,189,5,466,False,sem co-autoria LLM e sem arquivos de config nos últimos 189 commits,3000-9999,2026-05-24T16:39:50Z,False
agermanidis/autosub,4196,10.9,Python,0,81,4,531,False,sem co-autoria LLM e sem arquivos de config nos últimos 81 commits,3000-9999,2026-05-24T16:39:56Z,False
jtesta/ssh-audit,4198,8.7,Python,0,700,31,5857,False,sem co-autoria LLM e sem arquivos de config nos últimos 700 commits,3000-9999,2026-05-24T16:39:51Z,False
pex-tool/pex,4209,11.8,Python,0,2009,794,204252,False,sem co-autoria LLM e sem arquivos de config nos últimos 2009 commits,3000-9999,2026-05-24T16:39:06Z,False
avinassh/rockstar,4194,10.9,Python,0,153,3,127,False,sem co-autoria LLM e sem arquivos de config nos últimos 153 commits,3000-9999,2026-05-24T16:40:10Z,False
codemayq/chinese-chatbot-corpus,4186,7.6,Python,0,15,16,8848,False,sem co-autoria LLM e sem arquivos de config nos últimos 15 commits,3000-9999,2026-05-24T16:40:16Z,False
instantbox/instantbox,4184,7.5,Python,0,157,2,265,False,sem co-autoria LLM e sem arquivos de config nos últimos 157 commits,3000-9999,2026-05-24T16:40:18Z,False
facebookresearch/nevergrad,4189,7.5,Python,0,1149,195,35944,False,sem co-autoria LLM e sem arquivos de config nos últimos 1149 commits,3000-9999,2026-05-24T16:40:11Z,False
scrapinghub/splash,4194,13.0,Python,0,2114,61,10581,False,sem co-autoria LLM e sem arquivos de config nos últimos 2114 commits,3000-9999,2026-05-24T16:39:59Z,False
lululxvi/deepxde,4177,7.3,Python,0,1261,116,14210,False,sem co-autoria LLM e sem arquivos de config nos últimos 1261 commits,3000-9999,2026-05-24T16:40:46Z,False
ktbyers/netmiko,4170,11.5,Python,0,2500,286,18380,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:40:53Z,False
guelfoweb/knockpy,4166,12.3,Python,0,116,21,6329,False,sem co-autoria LLM e sem arquivos de config nos últimos 116 commits,3000-9999,2026-05-24T16:42:06Z,False
GAM-team/GAM,4181,12.0,Python,0,2500,50,89996,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:40:23Z,False
cloudflare/flan,4159,6.6,Python,0,119,17,594,False,sem co-autoria LLM e sem arquivos de config nos últimos 119 commits,3000-9999,2026-05-24T16:42:11Z,False
constverum/ProxyBroker,4156,10.6,Python,0,152,14,3052,False,sem co-autoria LLM e sem arquivos de config nos últimos 152 commits,3000-9999,2026-05-24T16:42:15Z,False
epinna/tplmap,4157,9.9,Python,0,719,45,2789,False,sem co-autoria LLM e sem arquivos de config nos últimos 719 commits,3000-9999,2026-05-24T16:42:13Z,False
PINTO0309/PINTO_model_zoo,4170,6.5,Python,0,2500,1074,168707,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:41:21Z,False
joeyism/linkedin_scraper,4150,8.6,Python,0,248,27,3429,False,sem co-autoria LLM e sem arquivos de config nos últimos 248 commits,3000-9999,2026-05-24T16:42:50Z,False
NVlabs/ffhq-dataset,4149,7.3,Python,0,15,1,330,False,sem co-autoria LLM e sem arquivos de config nos últimos 15 commits,3000-9999,2026-05-24T16:42:58Z,False
sqlalchemy/alembic,4151,7.5,Python,0,2046,62,20144,False,sem co-autoria LLM e sem arquivos de config nos últimos 2046 commits,3000-9999,2026-05-24T16:42:33Z,False
zvtvz/zvt,4142,7.1,Python,0,885,326,25109,False,sem co-autoria LLM e sem arquivos de config nos últimos 885 commits,3000-9999,2026-05-24T16:43:01Z,False
pydata/xarray,4152,12.7,Python,0,2500,152,87437,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:42:21Z,False
zeromq/pyzmq,4139,15.9,Python,0,2500,86,10642,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:43:27Z,False
bulletmark/libinput-gestures,4127,10.7,Python,0,290,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 290 commits,3000-9999,2026-05-24T16:44:30Z,False
shobrook/rebound,4123,8.2,Python,0,168,4,660,False,sem co-autoria LLM e sem arquivos de config nos últimos 168 commits,3000-9999,2026-05-24T16:44:37Z,False
commaai/research,4123,9.8,Python,0,36,13,1817,False,sem co-autoria LLM e sem arquivos de config nos últimos 36 commits,3000-9999,2026-05-24T16:44:44Z,False
praw-dev/praw,4131,15.8,Python,0,2500,83,13829,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:43:30Z,False
msracver/Deformable-ConvNets,4116,9.1,Python,0,92,166,26232,False,sem co-autoria LLM e sem arquivos de config nos últimos 92 commits,3000-9999,2026-05-24T16:44:50Z,False
volatilityfoundation/volatility3,4129,12.3,Python,0,2500,323,63740,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:43:46Z,False
asottile/pyupgrade,4091,9.2,Python,0,1287,48,4559,False,sem co-autoria LLM e sem arquivos de config nos últimos 1287 commits,3000-9999,2026-05-24T16:44:56Z,False
stumpy-dev/stumpy,4094,7.1,Python,0,1472,48,19182,False,sem co-autoria LLM e sem arquivos de config nos últimos 1472 commits,3000-9999,2026-05-24T16:44:56Z,False
leon-thomm/Ryven,4088,6.2,Python,0,813,109,11824,False,sem co-autoria LLM e sem arquivos de config nos últimos 813 commits,3000-9999,2026-05-24T16:45:27Z,False
aws/aws-sdk-pandas,4111,7.2,Python,0,2500,159,37599,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:44:51Z,False
Jack-Lee-Hiter/AlgorithmsByPython,4081,9.9,Python,0,120,151,6310,False,sem co-autoria LLM e sem arquivos de config nos últimos 120 commits,3000-9999,2026-05-24T16:46:02Z,False
nghuyong/WeiboSpider,4075,8.6,Python,0,97,14,590,False,sem co-autoria LLM e sem arquivos de config nos últimos 97 commits,3000-9999,2026-05-24T16:46:08Z,False
opendevops-cn/opendevops,4071,7.5,Python,0,291,39,17666,False,sem co-autoria LLM e sem arquivos de config nos últimos 291 commits,3000-9999,2026-05-24T16:46:12Z,False
goodfeli/adversarial,4071,12.0,Python,0,16,17,3755,False,sem co-autoria LLM e sem arquivos de config nos últimos 16 commits,3000-9999,2026-05-24T16:46:27Z,False
DedSecInside/TorBot,4078,9.0,Python,0,992,13,756,False,sem co-autoria LLM e sem arquivos de config nos últimos 992 commits,3000-9999,2026-05-24T16:46:04Z,False
google-deepmind/learning-to-learn,4071,9.5,Python,0,19,12,1546,False,sem co-autoria LLM e sem arquivos de config nos últimos 19 commits,3000-9999,2026-05-24T16:46:29Z,False
donnemartin/haxor-news,4070,10.5,Python,0,667,26,3062,False,sem co-autoria LLM e sem arquivos de config nos últimos 667 commits,3000-9999,2026-05-24T16:46:30Z,False
Pylons/pyramid,4085,15.6,Python,0,2500,61,18142,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:45:52Z,False
sksq96/pytorch-summary,4056,8.1,Python,0,57,3,100,False,sem co-autoria LLM e sem arquivos de config nos últimos 57 commits,3000-9999,2026-05-24T16:47:03Z,False
yosinski/deep-visualization-toolbox,4051,11.1,Python,0,119,31,3275,False,sem co-autoria LLM e sem arquivos de config nos últimos 119 commits,3000-9999,2026-05-24T16:47:06Z,False
more-itertools/more-itertools,4067,14.1,Python,0,2344,3,5292,False,sem co-autoria LLM e sem arquivos de config nos últimos 2344 commits,3000-9999,2026-05-24T16:46:31Z,False
PaddlePaddle/PaddleRec,4066,6.1,Python,0,2500,511,50458,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:46:47Z,True
fluentpython/example-code-2e,4044,7.2,Python,0,360,409,20802,False,sem co-autoria LLM e sem arquivos de config nos últimos 360 commits,3000-9999,2026-05-24T16:48:17Z,False
bigchaindb/bigchaindb,4046,10.3,Python,0,2500,66,5711,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:47:30Z,False
rspeer/python-ftfy,4042,13.8,Python,0,674,10,2485,False,sem co-autoria LLM e sem arquivos de config nos últimos 674 commits,3000-9999,2026-05-24T16:48:34Z,False
kenshohara/3D-ResNets-PyTorch,4041,8.7,Python,0,432,34,3225,False,sem co-autoria LLM e sem arquivos de config nos últimos 432 commits,3000-9999,2026-05-24T16:48:43Z,False
pypi/warehouse,4046,13.2,Python,1,19,290,43338,True,,3000-9999,2026-05-24T16:47:11Z,False
facebookresearch/dlrm,4040,7.0,Python,0,205,23,8816,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:48:52Z,True
princeton-vl/RAFT,4036,6.2,Python,0,23,15,1485,False,sem co-autoria LLM e sem arquivos de config nos últimos 23 commits,3000-9999,2026-05-24T16:48:59Z,False
Greenwolf/social_mapper,4027,7.9,Python,0,190,10,2206,False,sem co-autoria LLM e sem arquivos de config nos últimos 190 commits,3000-9999,2026-05-24T16:49:03Z,False
thunlp/OpenKE,4039,8.6,Python,0,143,39,3100,False,sem co-autoria LLM e sem arquivos de config nos últimos 143 commits,3000-9999,2026-05-24T16:48:56Z,False
dabeaz/python-cookbook,4024,13.1,Python,0,9,308,7250,False,sem co-autoria LLM e sem arquivos de config nos últimos 9 commits,3000-9999,2026-05-24T16:49:13Z,False
mandiant/flare-floss,4032,10.2,Python,1,64,40,5497,True,,3000-9999,2026-05-24T16:49:01Z,False
MikeChongCan/scylla,4018,8.1,Python,0,389,42,1425,False,sem co-autoria LLM e sem arquivos de config nos últimos 389 commits,3000-9999,2026-05-24T16:49:50Z,False
minivision-ai/photo2cartoon,4016,6.1,Python,0,32,16,1479,False,sem co-autoria LLM e sem arquivos de config nos últimos 32 commits,3000-9999,2026-05-24T16:50:03Z,False
urllib3/urllib3,4026,14.7,Python,1,9,42,10263,True,,3000-9999,2026-05-24T16:49:10Z,False
magicleap/SuperGluePretrainedNetwork,4014,6.2,Python,0,22,7,1251,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:50:06Z,True
ivre/ivre,4024,11.7,Python,1,183,101,56627,True,,3000-9999,2026-05-24T16:49:24Z,False
buriburisuri/speech-to-text-wavenet,4009,9.5,Python,0,28,6,301,False,sem co-autoria LLM e sem arquivos de config nos últimos 28 commits,3000-9999,2026-05-24T16:50:45Z,False
absolute-quantum/cats-blender-plugin,4010,8.5,Python,0,921,103,30815,False,sem co-autoria LLM e sem arquivos de config nos últimos 921 commits,3000-9999,2026-05-24T16:50:19Z,False
junyanz/iGAN,4008,9.7,Python,0,45,42,3452,False,sem co-autoria LLM e sem arquivos de config nos últimos 45 commits,3000-9999,2026-05-24T16:50:49Z,False
scdl-org/scdl,4008,11.6,Python,0,378,11,944,False,sem co-autoria LLM e sem arquivos de config nos últimos 378 commits,3000-9999,2026-05-24T16:50:51Z,False
andialbrecht/sqlparse,4002,14.1,Python,0,1361,21,3131,False,sem co-autoria LLM e sem arquivos de config nos últimos 1361 commits,3000-9999,2026-05-24T16:51:03Z,False
SystemErrorWang/White-box-Cartoonization,3999,6.2,Python,0,47,17,1200,False,sem co-autoria LLM e sem arquivos de config nos últimos 47 commits,3000-9999,2026-05-24T16:51:40Z,False
slackapi/python-slack-sdk,4004,11.5,Python,0,1538,285,46135,False,sem co-autoria LLM e sem arquivos de config nos últimos 1538 commits,3000-9999,2026-05-24T16:50:56Z,False
quark0/darts,3998,7.9,Python,0,71,22,2432,False,sem co-autoria LLM e sem arquivos de config nos últimos 71 commits,3000-9999,2026-05-24T16:51:47Z,False
TensorSpeech/TensorFlowTTS,3990,6.2,Python,0,771,60,9180,False,sem co-autoria LLM e sem arquivos de config nos últimos 771 commits,3000-9999,2026-05-24T16:51:53Z,False
grantjenks/free-python-games,3988,13.8,Python,0,340,29,1930,False,sem co-autoria LLM e sem arquivos de config nos últimos 340 commits,3000-9999,2026-05-24T16:52:27Z,False
attardi/wikiextractor,3986,11.2,Python,0,227,7,1860,False,sem co-autoria LLM e sem arquivos de config nos últimos 227 commits,3000-9999,2026-05-24T16:52:38Z,False
electricitymaps/electricitymaps-contrib,3994,10.0,Python,1,72,183,32331,True,,3000-9999,2026-05-24T16:51:51Z,False
google-deepmind/acme,3986,6.1,Python,0,1224,454,41268,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:52:46Z,True
brightmart/albert_zh,3980,6.7,Python,0,107,23,9469,False,sem co-autoria LLM e sem arquivos de config nos últimos 107 commits,3000-9999,2026-05-24T16:53:30Z,False
morpheus65535/bazarr,4012,9.1,Python,0,2500,3413,980251,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:50:18Z,False
nvdv/vprof,3982,10.9,Python,0,620,10,1179,False,sem co-autoria LLM e sem arquivos de config nos últimos 620 commits,3000-9999,2026-05-24T16:53:27Z,False
megadose/toutatis,3956,6.3,Python,0,106,3,160,False,sem co-autoria LLM e sem arquivos de config nos últimos 106 commits,3000-9999,2026-05-24T16:53:39Z,False
django-tastypie/django-tastypie,3951,16.2,Python,0,1307,35,5383,False,sem co-autoria LLM e sem arquivos de config nos últimos 1307 commits,3000-9999,2026-05-24T16:53:44Z,False
snipsco/snips-nlu,3968,9.3,Python,0,2154,88,9687,False,sem co-autoria LLM e sem arquivos de config nos últimos 2154 commits,3000-9999,2026-05-24T16:53:36Z,False
gee-community/geemap,3951,6.2,Python,1,422,31,47418,True,,3000-9999,2026-05-24T16:53:44Z,False
andabi/deep-voice-conversion,3941,8.6,Python,0,106,12,1188,False,sem co-autoria LLM e sem arquivos de config nos últimos 106 commits,3000-9999,2026-05-24T16:54:33Z,False
jmcnamara/XlsxWriter,3946,13.4,Python,0,1487,48,17251,False,sem co-autoria LLM e sem arquivos de config nos últimos 1487 commits,3000-9999,2026-05-24T16:54:22Z,False
Blizzard/s2client-proto,3936,8.8,Python,0,214,4,305,False,sem co-autoria LLM e sem arquivos de config nos últimos 214 commits,3000-9999,2026-05-24T16:55:14Z,False
pyppeteer/pyppeteer,3938,6.3,Python,0,960,25,6169,False,sem co-autoria LLM e sem arquivos de config nos últimos 960 commits,3000-9999,2026-05-24T16:54:59Z,False
diego-vicente/som-tsp,3933,8.5,Python,0,62,5,163,False,sem co-autoria LLM e sem arquivos de config nos últimos 62 commits,3000-9999,2026-05-24T16:55:25Z,False
lektor/lektor,3941,10.4,Python,0,1810,63,12556,False,sem co-autoria LLM e sem arquivos de config nos últimos 1810 commits,3000-9999,2026-05-24T16:54:53Z,False
JDAI-CV/fast-reid,3930,8.0,Python,0,532,214,30609,False,sem co-autoria LLM e sem arquivos de config nos últimos 532 commits,3000-9999,2026-05-24T16:55:42Z,False
snooppr/snoop,3930,6.3,Python,0,1520,4,2470,False,sem co-autoria LLM e sem arquivos de config nos últimos 1520 commits,3000-9999,2026-05-24T16:55:29Z,False
mherrmann/fbs,3923,8.4,Python,0,511,62,2835,False,sem co-autoria LLM e sem arquivos de config nos últimos 511 commits,3000-9999,2026-05-24T16:56:07Z,False
ethereum/consensus-specs,3935,7.7,Python,0,2500,26,2466,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:55:22Z,False
thuml/Transfer-Learning-Library,3914,6.3,Python,0,728,181,15000,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:56:24Z,True
tox-dev/tox,3918,9.7,Python,0,1199,128,13395,False,sem co-autoria LLM e sem arquivos de config nos últimos 1199 commits,3000-9999,2026-05-24T16:56:18Z,False
trustedsec/unicorn,3913,12.9,Python,0,212,1,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 212 commits,3000-9999,2026-05-24T16:56:53Z,False
feeluown/FeelUOwn,3914,10.9,Python,0,1782,240,27626,False,sem co-autoria LLM e sem arquivos de config nos últimos 1782 commits,3000-9999,2026-05-24T16:56:34Z,False
ikostrikov/pytorch-a2c-ppo-acktr-gail,3902,8.8,Python,0,274,18,1582,False,sem co-autoria LLM e sem arquivos de config nos últimos 274 commits,3000-9999,2026-05-24T16:57:26Z,False
Sentdex/pygta5,3909,9.1,Python,0,97,68,5941,False,sem co-autoria LLM e sem arquivos de config nos últimos 97 commits,3000-9999,2026-05-24T16:56:53Z,False
koxudaxi/datamodel-code-generator,3907,7.0,Python,0,1824,59,24319,False,sem co-autoria LLM e sem arquivos de config nos últimos 1824 commits,3000-9999,2026-05-24T16:57:02Z,False
django-guardian/django-guardian,3901,16.0,Python,1,15,75,4532,True,,3000-9999,2026-05-24T16:57:37Z,False
PokemonGoF/PokemonGo-Bot,3899,9.8,Python,0,2500,80,15956,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:57:45Z,False
enjoy-digital/litex,3895,10.6,Python,0,2500,218,39582,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:58:15Z,False
shashankvemuri/Finance,3883,6.3,Python,0,1257,183,11634,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T16:58:55Z,True
cartography-cncf/cartography,3898,7.2,Python,1,823,1399,170726,True,,3000-9999,2026-05-24T16:58:06Z,False
lanjelot/patator,3881,11.8,Python,0,240,3,3387,False,sem co-autoria LLM e sem arquivos de config nos últimos 240 commits,3000-9999,2026-05-24T16:59:37Z,False
jayfk/statuspage,3879,10.2,Python,0,242,4,548,False,sem co-autoria LLM e sem arquivos de config nos últimos 242 commits,3000-9999,2026-05-24T16:59:45Z,False
jisaacks/GitGutter,3880,13.5,Python,0,800,26,3522,False,sem co-autoria LLM e sem arquivos de config nos últimos 800 commits,3000-9999,2026-05-24T16:59:42Z,False
cornellius-gp/gpytorch,3882,9.0,Python,0,2500,162,15306,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:59:26Z,False
pika/pika,3871,16.6,Python,0,2500,31,14939,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T16:59:54Z,False
chrippa/livestreamer,3867,14.8,Python,0,1474,144,15195,False,sem co-autoria LLM e sem arquivos de config nos últimos 1474 commits,3000-9999,2026-05-24T17:00:40Z,False
cea-sec/miasm,3868,11.6,Python,0,2500,208,66932,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:00:04Z,False
Lasagne/Lasagne,3864,11.7,Python,0,1161,31,10382,False,sem co-autoria LLM e sem arquivos de config nos últimos 1161 commits,3000-9999,2026-05-24T17:01:23Z,False
ansible/ansible-lint,3867,12.8,Python,1,217,87,15023,True,,3000-9999,2026-05-24T17:01:08Z,False
floydhub/dl-docker,3859,10.0,Python,0,53,1,9,False,sem co-autoria LLM e sem arquivos de config nos últimos 53 commits,3000-9999,2026-05-24T17:02:26Z,False
fastmonkeys/stellar,3857,11.9,Python,0,197,8,801,False,sem co-autoria LLM e sem arquivos de config nos últimos 197 commits,3000-9999,2026-05-24T17:02:30Z,False
yahoo/TensorFlowOnSpark,3854,9.3,Python,0,632,15,3476,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T17:02:37Z,True
trailofbits/manticore,3852,9.3,Python,0,1123,99,43752,False,sem co-autoria LLM e sem arquivos de config nos últimos 1123 commits,3000-9999,2026-05-24T17:02:57Z,False
rotki/rotki,3867,8.2,Python,0,2500,1812,175022,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:01:22Z,False
mseitzer/pytorch-fid,3846,8.3,Python,0,62,6,595,False,sem co-autoria LLM e sem arquivos de config nos últimos 62 commits,3000-9999,2026-05-24T17:03:49Z,False
NTMC-Community/MatchZoo,3850,9.0,Python,0,1810,133,9127,True,elegível via arquivo de configuração de IA (.cursor/.aider),3000-9999,2026-05-24T17:03:37Z,True
knownsec/pocsuite3,3844,7.2,Python,0,705,158,16757,False,sem co-autoria LLM e sem arquivos de config nos últimos 705 commits,3000-9999,2026-05-24T17:03:53Z,False
dongrixinyu/JioNLP,3843,6.2,Python,0,585,92,15757,False,sem co-autoria LLM e sem arquivos de config nos últimos 585 commits,3000-9999,2026-05-24T17:04:34Z,False
shenweichen/GraphEmbedding,3842,7.3,Python,0,31,12,1170,False,sem co-autoria LLM e sem arquivos de config nos últimos 31 commits,3000-9999,2026-05-24T17:05:00Z,False
autokey/autokey,3837,12.3,Python,0,1480,84,11873,False,sem co-autoria LLM e sem arquivos de config nos últimos 1480 commits,3000-9999,2026-05-24T17:05:04Z,False
Shpota/github-activity-generator,3836,6.8,Python,0,29,2,135,False,sem co-autoria LLM e sem arquivos de config nos últimos 29 commits,3000-9999,2026-05-24T17:05:46Z,False
freedomofpress/securedrop,3843,14.4,Python,0,2500,135,17111,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:04:31Z,False
alexandreborges/malwoverview,3835,7.7,Python,0,642,44,16255,False,sem co-autoria LLM e sem arquivos de config nos últimos 642 commits,3000-9999,2026-05-24T17:05:49Z,False
rlabbe/filterpy,3831,11.9,Python,0,586,34,7821,False,sem co-autoria LLM e sem arquivos de config nos últimos 586 commits,3000-9999,2026-05-24T17:06:12Z,False
thonny/thonny,3832,7.4,Python,0,2500,322,62315,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:05:52Z,False
nalepae/pandarallel,3804,7.2,Python,0,193,13,1097,False,sem co-autoria LLM e sem arquivos de config nos últimos 193 commits,3000-9999,2026-05-24T17:07:27Z,False
ponyorm/pony,3827,13.3,Python,0,2500,36,16196,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:06:34Z,False
newpanjing/simpleui,3797,7.7,Python,0,693,7,674,False,sem co-autoria LLM e sem arquivos de config nos últimos 693 commits,3000-9999,2026-05-24T17:07:37Z,False
FactoryBoy/factory_boy,3796,15.0,Python,0,1040,16,2352,False,sem co-autoria LLM e sem arquivos de config nos últimos 1040 commits,3000-9999,2026-05-24T17:07:56Z,False
ZiniuLu/Python-100-Days,3794,8.0,Python,0,68,216,5199,False,sem co-autoria LLM e sem arquivos de config nos últimos 68 commits,3000-9999,2026-05-24T17:08:28Z,False
naturomics/CapsNet-Tensorflow,3792,8.6,Python,0,148,8,672,False,sem co-autoria LLM e sem arquivos de config nos últimos 148 commits,3000-9999,2026-05-24T17:08:46Z,False
PyCQA/flake8,3794,11.7,Python,0,2500,38,3815,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:08:14Z,False
benfred/implicit,3790,10.1,Python,0,453,29,3269,False,sem co-autoria LLM e sem arquivos de config nos últimos 453 commits,3000-9999,2026-05-24T17:09:25Z,False
lucidrains/stylegan2-pytorch,3789,6.4,Python,0,214,6,1362,False,sem co-autoria LLM e sem arquivos de config nos últimos 214 commits,3000-9999,2026-05-24T17:09:44Z,False
dl0312/open-apis-korea,3792,6.3,Python,0,2201,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 2201 commits,3000-9999,2026-05-24T17:08:53Z,False
tartley/colorama,3786,12.1,Python,0,394,16,799,False,sem co-autoria LLM e sem arquivos de config nos últimos 394 commits,3000-9999,2026-05-24T17:10:00Z,False
sngyai/Sequoia-X,3781,7.8,Python,0,202,18,940,False,sem co-autoria LLM e sem arquivos de config nos últimos 202 commits,3000-9999,2026-05-24T17:10:15Z,False
arrowtype/recursive,3787,8.3,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:09:53Z,False
fastapi-admin/fastapi-admin,3778,6.1,Python,0,406,23,1533,False,sem co-autoria LLM e sem arquivos de config nos últimos 406 commits,3000-9999,2026-05-24T17:10:32Z,False
notofonts/noto-cjk,3861,11.0,Python,0,0,2,307,False,sem co-autoria LLM e sem arquivos de config nos últimos 0 commits,3000-9999,2026-05-24T17:01:58Z,False
GeneralNewsExtractor/GeneralNewsExtractor,3777,6.7,Python,0,170,16,1007,False,sem co-autoria LLM e sem arquivos de config nos últimos 170 commits,3000-9999,2026-05-24T17:10:47Z,False
Chakazul/Lenia,3766,8.2,Python,0,174,6,11409,False,sem co-autoria LLM e sem arquivos de config nos últimos 174 commits,3000-9999,2026-05-24T17:10:57Z,False
cuemacro/finmarketpy,3763,11.3,Python,1,9,53,8399,True,,3000-9999,2026-05-24T17:11:12Z,False
pyload/pyload,3778,13.3,Python,0,2500,569,47928,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,3000-9999,2026-05-24T17:10:25Z,False
Neo23x0/Loki,3757,11.4,Python,0,1258,10,2083,False,sem co-autoria LLM e sem arquivos de config nos últimos 1258 commits,3000-9999,2026-05-24T17:11:37Z,False
reinderien/mimic,3754,10.6,Python,0,86,4,383,False,sem co-autoria LLM e sem arquivos de config nos últimos 86 commits,3000-9999,2026-05-24T17:12:16Z,False
flasgger/flasgger,3742,10.8,Python,0,563,13,1980,False,sem co-autoria LLM e sem arquivos de config nos últimos 563 commits,3000-9999,2026-05-24T17:12:20Z,False
nixawk/pentest-wiki,3741,11.5,Python,0,163,2,109,False,sem co-autoria LLM e sem arquivos de config nos últimos 163 commits,3000-9999,2026-05-24T17:12:41Z,False
nabla-c0d3/sslyze,3754,11.8,Python,0,1978,70,7721,False,sem co-autoria LLM e sem arquivos de config nos últimos 1978 commits,3000-9999,2026-05-24T17:11:59Z,False
drathier/stack-overflow-import,3739,9.6,Python,0,18,3,133,False,sem co-autoria LLM e sem arquivos de config nos últimos 18 commits,3000-9999,2026-05-24T17:12:59Z,False
pantsbuild/pants,3772,13.4,Python,1,489,1826,242113,True,,3000-9999,2026-05-24T17:10:53Z,False
crypto101/book,3731,12.4,Python,0,975,5,599,False,sem co-autoria LLM e sem arquivos de config nos últimos 975 commits,3000-9999,2026-05-24T17:13:10Z,False
marblexu/PythonPlantsVsZombies,3729,6.7,Python,0,56,14,2450,False,sem co-autoria LLM e sem arquivos de config nos últimos 56 commits,3000-9999,2026-05-24T17:13:41Z,False
django-haystack/django-haystack,3738,17.3,Python,0,1969,134,22464,False,sem co-autoria LLM e sem arquivos de config nos últimos 1969 commits,3000-9999,2026-05-24T17:13:02Z,False
ab77/netflix-proxy,3729,11.2,Python,0,952,3,509,False,sem co-autoria LLM e sem arquivos de config nos últimos 952 commits,3000-9999,2026-05-24T17:13:48Z,False
insanum/gcalcli,3725,14.1,Python,0,616,18,3662,False,sem co-autoria LLM e sem arquivos de config nos últimos 616 commits,3000-9999,2026-05-24T17:14:14Z,False
Wookai/paper-tips-and-tricks,3714,10.9,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:15:06Z,False
abhiTronix/vidgear,3713,7.2,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:15:18Z,False
camelot-dev/camelot,3713,6.9,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:15:29Z,False
google/deepvariant,3707,8.5,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:15:30Z,False
kimiyoung/transformer-xl,3704,7.4,Python,0,0,0,0,False,falha no clone shallow,3000-9999,2026-05-24T17:15:31Z,False
daviddrysdale/python-phonenumbers,3740,15.1,Python,0,1817,608,333186,False,sem co-autoria LLM e sem arquivos de config nos últimos 1817 commits,3000-9999,2026-05-24T17:12:49Z,False
