Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
infiniflow/ragflow,MERGED,22,548,196,15.94,306,1,2,1
infiniflow/ragflow,MERGED,30,1593,2236,22.23,119,2,2,5
infiniflow/ragflow,MERGED,11,527,215,20.9,235,2,2,3
infiniflow/ragflow,MERGED,5,96,56,5.03,105,2,2,2
infiniflow/ragflow,MERGED,1,1,1,19.5,253,3,2,1
infiniflow/ragflow,MERGED,7,122,70,7.17,265,2,3,2
infiniflow/ragflow,MERGED,3,12,2,3.11,221,2,2,1
infiniflow/ragflow,MERGED,1,41,24,3.17,175,2,2,2
infiniflow/ragflow,MERGED,1,6,8,56.04,1096,3,1,1
infiniflow/ragflow,CLOSED,52,1166,555,2.3,432,1,3,2
infiniflow/ragflow,MERGED,1,15,2,1.21,167,2,1,2
infiniflow/ragflow,MERGED,5,396,38,6.38,2671,3,6,1
infiniflow/ragflow,MERGED,1,8,0,23.57,151,3,1,2
infiniflow/ragflow,MERGED,15,178,278,19.24,281,2,2,2
infiniflow/ragflow,MERGED,2,160,126,1.15,241,2,2,1
infiniflow/ragflow,MERGED,1,1,1,2.05,124,3,1,1
infiniflow/ragflow,MERGED,1,5,4,2.7,203,2,2,1
infiniflow/ragflow,MERGED,8,101,149,4.96,289,2,1,1
infiniflow/ragflow,MERGED,1,70,0,5.62,189,3,5,3
infiniflow/ragflow,MERGED,18,775,178,4.56,311,1,2,4
infiniflow/ragflow,MERGED,1,8,5,1.3,151,2,2,1
infiniflow/ragflow,MERGED,9,60,59,10.01,294,2,2,1
infiniflow/ragflow,MERGED,1,4,3,39.86,1072,3,4,4
infiniflow/ragflow,MERGED,2,96,22,1.18,1983,1,2,1
infiniflow/ragflow,MERGED,1,5,0,13.87,362,2,2,1
infiniflow/ragflow,MERGED,42,4735,1522,93.85,115,2,2,9
infiniflow/ragflow,MERGED,8,101,149,21.2,293,2,2,1
infiniflow/ragflow,MERGED,14,361,159,42.57,129,2,2,4
infiniflow/ragflow,MERGED,9,66,44,52.66,130,2,2,5
infiniflow/ragflow,MERGED,4,39,36,3.49,210,2,2,1
infiniflow/ragflow,MERGED,1,9,1,1.08,256,2,2,1
infiniflow/ragflow,MERGED,3,33,16,1.99,156,2,2,1
infiniflow/ragflow,MERGED,1,85,28,115.75,902,4,4,11
infiniflow/ragflow,MERGED,1,316,316,13.12,131,1,2,3
infiniflow/ragflow,MERGED,2,26,2,15.03,345,2,2,2
infiniflow/ragflow,MERGED,2,15,3,47.75,1825,3,7,3
infiniflow/ragflow,MERGED,4,15,15,153.2,721,4,3,3
infiniflow/ragflow,MERGED,22,393,545,66.44,180,1,2,2
infiniflow/ragflow,MERGED,2,1088,1,64.08,159,2,2,2
infiniflow/ragflow,MERGED,3,15,18,3.82,241,3,2,2
infiniflow/ragflow,MERGED,1,1,1,1.19,147,2,1,1
infiniflow/ragflow,MERGED,7,44,26,4.79,172,2,2,1
infiniflow/ragflow,MERGED,8,466,19,2.72,709,1,2,1
infiniflow/ragflow,MERGED,3,21,0,70.28,353,4,2,5
infiniflow/ragflow,MERGED,1,4,2,69.9,1334,2,2,1
infiniflow/ragflow,MERGED,1,0,2,1.72,211,3,1,1
infiniflow/ragflow,MERGED,2,126,111,75.05,156,2,2,2
infiniflow/ragflow,MERGED,2,10,7,9.78,173,2,1,1
infiniflow/ragflow,MERGED,28,627,712,76.18,277,2,3,5
infiniflow/ragflow,MERGED,1,15,3,12.96,289,2,2,1
infiniflow/ragflow,MERGED,1,12,0,13.99,177,3,2,2
infiniflow/ragflow,MERGED,4,40,24,13.33,4016,1,2,1
infiniflow/ragflow,MERGED,1,11,4,1.21,150,2,2,1
infiniflow/ragflow,MERGED,1,1,1,1.44,183,2,2,1
infiniflow/ragflow,MERGED,34,1807,4659,184.93,2613,3,2,3
infiniflow/ragflow,MERGED,7,14,215,1.87,151,2,2,1
infiniflow/ragflow,MERGED,2,35,49,2.95,129,2,2,1
infiniflow/ragflow,CLOSED,5,394,120,4.63,795,2,2,2
infiniflow/ragflow,MERGED,1,4,2,2.3,990,2,3,1
infiniflow/ragflow,CLOSED,2,152,9,8.54,1141,2,3,5
infiniflow/ragflow,MERGED,1,46,6,4.9,494,2,2,3
infiniflow/ragflow,MERGED,2,74,20,4.67,1423,2,2,2
infiniflow/ragflow,MERGED,2,48,27,16.5,606,3,5,3
infiniflow/ragflow,CLOSED,4,28,7,43.02,1323,2,1,2
infiniflow/ragflow,MERGED,1,296,0,41.4,222,3,1,3
infiniflow/ragflow,MERGED,1,8,7,19.06,191,2,2,1
infiniflow/ragflow,MERGED,5,51,37,2.47,162,2,1,1
infiniflow/ragflow,MERGED,4,84,32,2.15,189,3,2,1
infiniflow/ragflow,MERGED,14,171,68,2.97,174,3,2,2
infiniflow/ragflow,MERGED,11,1384,495,2.92,182,2,2,1
infiniflow/ragflow,MERGED,1,5,1,2.36,1713,2,2,1
infiniflow/ragflow,MERGED,7,28,5,64.94,2372,4,5,2
infiniflow/ragflow,MERGED,2,4,4,17.81,189,3,2,2
infiniflow/ragflow,MERGED,13,333,313,17.6,339,2,2,6
infiniflow/ragflow,MERGED,3,7,9,1.15,390,2,1,1
infiniflow/ragflow,MERGED,16,1228,3,252.4,3842,3,65,22
infiniflow/ragflow,MERGED,3,415,3,29.52,2125,4,5,12
infiniflow/ragflow,MERGED,5,17,353,3.9,179,2,2,2
infiniflow/ragflow,CLOSED,2,10,8,17.14,868,2,3,1
infiniflow/ragflow,MERGED,1,8,5,14.77,348,3,3,1
netdata/netdata,MERGED,2,3,3,10.48,5195,1,1,2
netdata/netdata,MERGED,2,57,2,13.99,2784,2,9,7
netdata/netdata,MERGED,29,0,35607,17.56,2552,2,0,2
netdata/netdata,MERGED,15,1665,0,1.87,2582,3,1,3
netdata/netdata,MERGED,1,29,3,5.45,2362,1,1,1
netdata/netdata,MERGED,3,22,11,22.54,1111,3,1,3
netdata/netdata,MERGED,5,162,6,7.31,1061,3,1,5
netdata/netdata,MERGED,1,6,3,16.92,3155,1,1,1
netdata/netdata,MERGED,1,51,4,13.41,702,3,0,2
netdata/netdata,MERGED,4,18,10,14.59,1051,3,1,3
netdata/netdata,CLOSED,2,0,5,73.44,100,3,1,1
netdata/netdata,MERGED,5,171,36,11.12,1225,3,0,5
netdata/netdata,MERGED,12,201,119,23.88,7005,4,2,8
netdata/netdata,MERGED,2,6,6,1.83,5777,1,0,2
netdata/netdata,CLOSED,2,22,22,2.82,4683,1,1,1
netdata/netdata,CLOSED,2,25,25,2.83,4537,1,1,1
netdata/netdata,MERGED,2,3,3,1.39,4899,1,0,2
netdata/netdata,MERGED,110,60923,438,96.77,4192,6,4,12
netdata/netdata,MERGED,32,516,1289,178.9,2805,4,3,10
netdata/netdata,MERGED,1,17,4,3.1,1026,3,0,3
netdata/netdata,MERGED,1,50642,0,1.33,1793,3,0,2
netdata/netdata,CLOSED,498,2901110,0,95.91,1593,1,0,1
netdata/netdata,MERGED,1,228,13,6.7,1133,3,0,6
netdata/netdata,MERGED,1,2,2,48.51,740,3,0,3
netdata/netdata,MERGED,5,47,28,37.54,1960,3,0,8
netdata/netdata,MERGED,2,12,1,9.82,547,3,0,3
netdata/netdata,MERGED,1,21,25,8.91,1136,3,0,3
netdata/netdata,MERGED,19,376,398,6.53,1882,5,0,4
netdata/netdata,MERGED,14,313,293,5.07,2998,3,0,5
netdata/netdata,MERGED,25,845,145,3.05,3254,3,0,4
netdata/netdata,MERGED,3,9,9,25.46,4500,1,0,2
netdata/netdata,MERGED,11,1039,0,34.75,5323,3,0,25
netdata/netdata,MERGED,7,884,0,35.86,2044,3,0,17
netdata/netdata,MERGED,7,483,12,35.56,4812,3,0,39
netdata/netdata,MERGED,6,694,10,35.92,4599,3,0,29
netdata/netdata,MERGED,27,1440,439,4.85,2121,3,0,4
netdata/netdata,MERGED,1,40,66,54.66,4032,3,0,3
netdata/netdata,CLOSED,2,260,4,51.6,4190,3,4,2
netdata/netdata,MERGED,10,149,11,1.51,815,4,0,2
netdata/netdata,MERGED,1,1,1,50.79,575,2,0,2
netdata/netdata,MERGED,26,1314,65,9.85,1368,3,7,30
netdata/netdata,MERGED,8,141,8,1.12,2266,3,0,4
netdata/netdata,MERGED,34,3427,220,10.99,4582,3,2,27
netdata/netdata,MERGED,37,23,57,2.09,1762,3,0,3
netdata/netdata,MERGED,1,6,0,6.76,1535,2,0,2
netdata/netdata,MERGED,2,12,12,8.25,13447,1,0,2
netdata/netdata,MERGED,1,13,0,21.0,1308,3,0,3
netdata/netdata,MERGED,1,2,2,12.76,1543,3,0,1
netdata/netdata,CLOSED,0,0,0,164.95,728,3,19,2
netdata/netdata,MERGED,1,1,1,15.07,1865,3,0,3
netdata/netdata,MERGED,2,38,33,1.07,150,2,0,2
netdata/netdata,MERGED,10,148,152,1.14,2505,3,0,5
netdata/netdata,MERGED,1,2,2,2.51,440,3,1,3
netdata/netdata,MERGED,2,4,1,47.34,508,4,0,4
netdata/netdata,MERGED,2,47,20,70.37,1228,3,0,3
netdata/netdata,MERGED,5,628,529,17.15,150,2,0,2
netdata/netdata,MERGED,1,1,1,43.76,1540,2,6,3
netdata/netdata,MERGED,1,1,1,10.06,1270,2,0,2
netdata/netdata,CLOSED,1,56,0,431.9,1722,1,1,1
netdata/netdata,MERGED,14,16,16,431.99,4907,1,11,3
netdata/netdata,CLOSED,106,59931,377,288.25,3746,4,51,273
netdata/netdata,CLOSED,244,33224,125,1.84,2854,2,3,20
netdata/netdata,CLOSED,216,29840,127,99.09,4477,2,2,45
netdata/netdata,MERGED,39,1395,1359,2.86,1814,2,0,2
netdata/netdata,MERGED,40,4760,560,7.09,636,2,0,2
netdata/netdata,MERGED,2,40,1,62.03,1347,5,5,5
netdata/netdata,MERGED,57,1689,552,1.74,2447,3,0,4
netdata/netdata,MERGED,3,25,20,4.28,2110,3,1,7
netdata/netdata,MERGED,4,4,0,2.32,628,3,0,2
netdata/netdata,MERGED,2,36,44,104.63,5125,2,0,2
netdata/netdata,MERGED,28,527,149,9.15,2201,3,0,5
netdata/netdata,MERGED,12,60,50,304.08,2033,2,0,2
netdata/netdata,MERGED,3,51,2,112.52,1600,3,0,4
netdata/netdata,MERGED,464,60610,609,476.51,3678,5,8,221
netdata/netdata,MERGED,10,4050,156,299.43,2616,3,5,74
netdata/netdata,MERGED,272,44783,127,475.64,3189,3,28,109
netdata/netdata,MERGED,10,378,48,305.69,1804,3,0,10
netdata/netdata,MERGED,3,60,8,8.75,1448,3,0,7
netdata/netdata,MERGED,2,10,10,9.15,4638,2,0,2
netdata/netdata,CLOSED,13,448,46,13.18,2248,2,1,3
netdata/netdata,MERGED,13,394,148,1.2,2773,2,0,2
netdata/netdata,MERGED,1,3,1,2.5,580,3,0,3
netdata/netdata,MERGED,1,10,8,6.21,565,3,0,3
netdata/netdata,MERGED,19,3439,772,5.84,2582,3,0,3
netdata/netdata,MERGED,4,150,15,16.15,4468,3,0,9
netdata/netdata,MERGED,3,3973,238,587.3,3832,3,7,16
netdata/netdata,MERGED,2,945,736,25.92,2042,3,0,4
netdata/netdata,MERGED,1,69,0,3.8,1605,3,0,7
netdata/netdata,MERGED,1,4,4,5.94,728,3,0,3
netdata/netdata,MERGED,2,19,6,1.05,1232,2,0,2
netdata/netdata,MERGED,1,16,1,24.22,3624,4,7,7
netdata/netdata,MERGED,39,788,83,2.07,2327,3,0,5
netdata/netdata,CLOSED,1,35,1,28.06,4850,4,42,5
netdata/netdata,MERGED,1,18,2,153.19,2015,3,3,10
netdata/netdata,CLOSED,1,31,3,560.87,1957,2,2,1
netdata/netdata,MERGED,3,62,83,415.65,6570,4,43,14
netdata/netdata,MERGED,1,10,1,44.77,713,3,0,6
netdata/netdata,CLOSED,1,7,0,660.37,1359,3,1,2
netdata/netdata,CLOSED,1,34,0,417.28,1972,2,1,1
netdata/netdata,MERGED,1,1,1,15.49,548,2,0,2
vllm-project/vllm,MERGED,1,6,0,1.95,1144,2,2,3
vllm-project/vllm,CLOSED,2,653,8,8.17,913,1,0,2
vllm-project/vllm,MERGED,2,167,0,3.45,3295,3,1,3
vllm-project/vllm,MERGED,1,14,7,2.86,84,1,0,2
vllm-project/vllm,MERGED,2,85,11,2.83,830,2,1,3
vllm-project/vllm,MERGED,1,9,6,1.81,81,2,0,3
vllm-project/vllm,MERGED,1,54,37,18.33,1048,7,5,7
vllm-project/vllm,MERGED,7,1792,1785,2.42,1108,2,1,3
vllm-project/vllm,MERGED,3,16,26,4.78,153,2,0,3
vllm-project/vllm,MERGED,1,2,2,7.23,1026,2,2,3
vllm-project/vllm,MERGED,1,3,1,15.21,122,2,2,3
vllm-project/vllm,CLOSED,1,2,2,1.26,793,1,3,2
vllm-project/vllm,MERGED,2,37,2,13.49,736,2,1,3
vllm-project/vllm,MERGED,3,28,15,2.03,719,3,0,3
vllm-project/vllm,MERGED,11,203,38,21.7,935,2,5,6
vllm-project/vllm,MERGED,1,3,3,6.59,788,2,2,3
vllm-project/vllm,MERGED,16,2696,0,8.1,676,5,4,3
vllm-project/vllm,MERGED,1,9,4,18.21,907,2,1,6
vllm-project/vllm,MERGED,53,254,98,12.41,819,2,0,3
vllm-project/vllm,MERGED,6,13,13,32.2,2429,5,3,7
vllm-project/vllm,MERGED,1,13,5,4.0,938,4,0,5
vllm-project/vllm,MERGED,10,340,137,24.31,1607,3,0,7
vllm-project/vllm,CLOSED,3,124,2,3.37,2688,2,2,2
vllm-project/vllm,MERGED,19,142,26,26.53,21,3,5,4
vllm-project/vllm,MERGED,3,14,15,5.4,3316,2,1,3
vllm-project/vllm,MERGED,3,8,10,2.38,256,2,0,4
vllm-project/vllm,MERGED,2,704,888,47.08,1892,4,6,5
vllm-project/vllm,MERGED,3,40,2,22.19,543,3,0,5
vllm-project/vllm,MERGED,3,100,86,25.22,579,3,1,3
vllm-project/vllm,CLOSED,2,22,0,37.18,699,1,1,1
vllm-project/vllm,CLOSED,3,70,2,37.18,772,1,1,1
vllm-project/vllm,MERGED,1,7,2,4.98,1148,2,0,3
vllm-project/vllm,CLOSED,1,14,4,21.75,401,1,0,2
vllm-project/vllm,MERGED,2,40,6,25.94,3874,3,2,13
vllm-project/vllm,MERGED,14,20,18,51.24,237,2,1,3
vllm-project/vllm,MERGED,6,11,9,38.82,231,3,0,4
vllm-project/vllm,MERGED,5,41,0,4.98,642,2,1,3
vllm-project/vllm,MERGED,1,6,2,22.04,1773,3,3,4
vllm-project/vllm,MERGED,6,729,835,16.28,695,2,0,6
vllm-project/vllm,MERGED,1,69,0,4.4,2604,2,6,3
vllm-project/vllm,MERGED,2,22,0,25.76,1490,3,6,4
vllm-project/vllm,MERGED,1,27,0,6.31,1497,2,0,4
vllm-project/vllm,CLOSED,2,22,12,19.57,141,2,4,2
vllm-project/vllm,MERGED,44,56,148,26.2,106,2,1,3
vllm-project/vllm,MERGED,5,3943,9,52.95,1409,2,3,7
vllm-project/vllm,MERGED,2,73,1,63.24,2582,2,3,7
vllm-project/vllm,MERGED,2,66,18,27.6,1521,3,7,9
vllm-project/vllm,MERGED,1,1,6,14.02,4088,2,0,3
vllm-project/vllm,MERGED,3,130,67,40.35,1668,2,1,4
vllm-project/vllm,MERGED,1,15,3,1.84,139,4,0,4
vllm-project/vllm,MERGED,1,2,2,1.6,706,2,0,3
vllm-project/vllm,MERGED,3,26,6,11.17,1325,2,0,3
vllm-project/vllm,MERGED,6,71,17,16.75,1253,2,3,6
vllm-project/vllm,MERGED,4,105,8,25.09,504,2,2,17
vllm-project/vllm,MERGED,1,20,9,4.36,940,2,0,4
vllm-project/vllm,MERGED,6,46,15,6.66,4472,2,5,5
vllm-project/vllm,CLOSED,1,0,25,19.38,2104,1,0,2
vllm-project/vllm,CLOSED,2,29,14,1.13,1523,4,4,2
vllm-project/vllm,MERGED,3,6,220,2.45,703,2,1,4
vllm-project/vllm,CLOSED,2,94,1,7.01,1078,2,1,3
vllm-project/vllm,CLOSED,167,5177,6685,1.02,2068,1,3,2
vllm-project/vllm,MERGED,1,2,1,23.09,2583,4,3,3
vllm-project/vllm,CLOSED,1,16,0,2.0,2002,1,2,2
vllm-project/vllm,MERGED,1,3,3,21.51,626,5,4,7
vllm-project/vllm,MERGED,1,26,12,30.5,278,2,2,3
vllm-project/vllm,MERGED,3,37,8,73.43,562,2,4,8
vllm-project/vllm,MERGED,3,89,5,20.26,1075,2,0,5
vllm-project/vllm,MERGED,4,12,9,85.74,324,4,3,8
vllm-project/vllm,MERGED,1,9,8,3.46,1133,3,1,4
vllm-project/vllm,MERGED,2,114,1,26.39,770,3,5,5
vllm-project/vllm,MERGED,2,29,11,1.73,747,2,0,5
vllm-project/vllm,MERGED,3,227,2,57.52,1953,3,1,4
vllm-project/vllm,MERGED,1,1,1,37.39,623,3,0,4
vllm-project/vllm,MERGED,3,122,17,49.23,18793,4,5,4
vllm-project/vllm,MERGED,2,27,4,3.96,648,2,0,3
vllm-project/vllm,CLOSED,2,12,3,1.04,1008,1,1,2
vllm-project/vllm,CLOSED,0,0,0,18.64,2609,1,2,2
vllm-project/vllm,CLOSED,1,47,30,49.93,4489,1,2,3
vllm-project/vllm,MERGED,1,1,1,14.29,458,3,2,3
vllm-project/vllm,MERGED,1,2,5,13.97,4429,2,1,3
vllm-project/vllm,CLOSED,2,99,4,1.34,1632,1,1,2
vllm-project/vllm,MERGED,1,6,2,30.94,748,2,1,3
vllm-project/vllm,MERGED,1,2,0,6.04,58,2,0,3
vllm-project/vllm,MERGED,3,57,2,22.57,1299,3,2,5
vllm-project/vllm,MERGED,1,291,101,19.15,6032,3,2,8
vllm-project/vllm,MERGED,3,220,6,18.8,6013,2,3,10
vllm-project/vllm,CLOSED,6,718,0,1.28,592,3,4,2
vllm-project/vllm,MERGED,1,1,3,5.1,50,2,1,3
vllm-project/vllm,MERGED,1,1,1,1.73,451,3,0,3
vllm-project/vllm,CLOSED,1,16,24,24.27,1357,1,1,2
vllm-project/vllm,MERGED,2,5,1,48.52,3527,2,0,5
vllm-project/vllm,MERGED,2,34,26,48.25,8198,2,1,3
vllm-project/vllm,MERGED,1,116,98,2.95,1043,3,0,3
vllm-project/vllm,MERGED,11,1186,0,48.8,1820,2,9,18
vllm-project/vllm,MERGED,3,3,6,55.66,144,5,0,4
vllm-project/vllm,MERGED,2,90,0,10.45,2045,5,0,21
vllm-project/vllm,MERGED,1,2,2,22.5,354,2,2,3
vllm-project/vllm,MERGED,2,279,4,40.05,2259,3,4,5
vllm-project/vllm,MERGED,2,13,2,40.21,97,2,1,4
vllm-project/vllm,MERGED,6,53,103,10.98,2056,3,5,3
Stirling-Tools/Stirling-PDF,MERGED,3,58,71,12.63,1797,4,0,4
Stirling-Tools/Stirling-PDF,MERGED,6,237,49,4.71,466,3,2,3
Stirling-Tools/Stirling-PDF,MERGED,4,16,14,4.41,2499,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,4,33,43,4.5,3327,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,4,4,4,12.2,1797,3,2,2
Stirling-Tools/Stirling-PDF,MERGED,2,5,3,18.91,2146,2,1,1
Stirling-Tools/Stirling-PDF,MERGED,14,522,33,23.73,4075,4,1,2
Stirling-Tools/Stirling-PDF,MERGED,109,1389,854,24.87,1810,3,0,3
Stirling-Tools/Stirling-PDF,MERGED,2,104,0,3.82,1797,2,1,2
Stirling-Tools/Stirling-PDF,MERGED,7,571,536,25.08,3053,3,1,1
Stirling-Tools/Stirling-PDF,MERGED,2,55,1,1.83,2445,3,3,4
Stirling-Tools/Stirling-PDF,MERGED,23,462,108,45.27,1281,3,1,7
Stirling-Tools/Stirling-PDF,MERGED,2,80,99,18.33,127,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,27,2141,12,12.27,1797,2,0,9
Stirling-Tools/Stirling-PDF,MERGED,5,162,46,3.62,206,3,2,2
Stirling-Tools/Stirling-PDF,MERGED,1,9,7,18.97,1630,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,3,273,154,37.61,1695,2,0,2
Stirling-Tools/Stirling-PDF,MERGED,1,50,43,87.44,242,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,15,448,20,38.68,2866,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,18,56,138.7,1799,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,14,116,19,96.61,394,4,2,3
Stirling-Tools/Stirling-PDF,MERGED,7,262,9,7.65,1949,2,1,1
Stirling-Tools/Stirling-PDF,MERGED,2,226,362,20.1,1797,3,1,4
Stirling-Tools/Stirling-PDF,MERGED,45,3558,1278,118.86,1195,4,4,15
Stirling-Tools/Stirling-PDF,MERGED,1207,52701,15407,43.78,809,3,2,13
Stirling-Tools/Stirling-PDF,MERGED,14,1302,7,143.58,2069,4,17,7
Stirling-Tools/Stirling-PDF,MERGED,18,218,176,67.12,119,4,3,8
Stirling-Tools/Stirling-PDF,MERGED,65,3230,614,166.63,11232,3,9,5
Stirling-Tools/Stirling-PDF,MERGED,116,3013,1520,23.54,3363,2,4,4
Stirling-Tools/Stirling-PDF,CLOSED,6,146,14,241.47,2521,5,5,5
Stirling-Tools/Stirling-PDF,MERGED,1,9,2,53.35,1742,3,4,2
Stirling-Tools/Stirling-PDF,MERGED,34,1533,844,95.53,4482,2,9,2
Stirling-Tools/Stirling-PDF,MERGED,13,326,40,162.45,498,3,5,3
Stirling-Tools/Stirling-PDF,MERGED,2,65,26,1.14,889,2,1,2
Stirling-Tools/Stirling-PDF,MERGED,1,105,105,1.23,6273,2,0,2
Stirling-Tools/Stirling-PDF,MERGED,12,527,67,95.87,38,3,4,3
Stirling-Tools/Stirling-PDF,MERGED,1,3,4,117.41,0,5,0,4
Stirling-Tools/Stirling-PDF,CLOSED,53,5990,860,268.16,2953,1,1,2
Stirling-Tools/Stirling-PDF,MERGED,8,309,274,24.19,330,3,3,3
Stirling-Tools/Stirling-PDF,MERGED,14,621,2,41.02,293,3,3,2
Stirling-Tools/Stirling-PDF,MERGED,39,1161,1291,192.36,1775,4,6,7
Stirling-Tools/Stirling-PDF,MERGED,9,684,6,229.97,1590,4,4,5
Stirling-Tools/Stirling-PDF,MERGED,5,118,0,89.78,3436,5,7,2
Stirling-Tools/Stirling-PDF,MERGED,2,32,1,256.85,1738,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,11,185,9,2.74,1738,2,2,1
Stirling-Tools/Stirling-PDF,MERGED,1,1,1,129.26,1320,4,3,7
Stirling-Tools/Stirling-PDF,MERGED,1359,57730,57406,192.41,1434,4,7,5
Stirling-Tools/Stirling-PDF,MERGED,27,349,150,23.39,5412,3,1,4
Stirling-Tools/Stirling-PDF,MERGED,10,179,141,6.3,0,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,8,46,8,1.57,1738,2,2,1
Stirling-Tools/Stirling-PDF,MERGED,4,112,85,1.54,622,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,1,250,83,12.9,1809,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,729,54,43.08,1603,2,1,1
Stirling-Tools/Stirling-PDF,MERGED,2,1269,1294,22.4,109,4,2,2
Stirling-Tools/Stirling-PDF,MERGED,15,397,112,337.55,468,4,0,16
Stirling-Tools/Stirling-PDF,MERGED,1,64,64,41.42,4414,4,2,7
Stirling-Tools/Stirling-PDF,CLOSED,4,58,4,55.98,1738,3,1,5
Stirling-Tools/Stirling-PDF,MERGED,7,26,22,26.7,1738,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,5,2,26.91,1738,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,13,55,112,500.51,327,3,3,2
Stirling-Tools/Stirling-PDF,MERGED,12,924,147,16.42,1716,3,2,3
Stirling-Tools/Stirling-PDF,MERGED,12,824,14,39.73,1794,3,2,3
Stirling-Tools/Stirling-PDF,MERGED,1,3,3,35.66,4484,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,3,3,35.66,10208,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,1,1,35.67,4974,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,3,3,35.66,8208,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,3,28,7,90.03,1726,4,0,3
Stirling-Tools/Stirling-PDF,MERGED,1,5,5,42.55,1738,2,1,1
Stirling-Tools/Stirling-PDF,MERGED,4,117,15,138.45,3145,3,3,2
Stirling-Tools/Stirling-PDF,MERGED,49,3554,17,495.91,2903,4,7,30
Stirling-Tools/Stirling-PDF,MERGED,6,166,792,65.14,1945,3,0,3
Stirling-Tools/Stirling-PDF,MERGED,28,1222,76,331.75,291,4,1,17
Stirling-Tools/Stirling-PDF,MERGED,8,160,44,98.82,3772,4,2,3
Stirling-Tools/Stirling-PDF,MERGED,10,211,92,160.6,4302,3,3,8
Stirling-Tools/Stirling-PDF,MERGED,29,1777,9,45.47,2881,3,1,6
Stirling-Tools/Stirling-PDF,MERGED,5,161,58,118.14,1132,3,2,2
Stirling-Tools/Stirling-PDF,MERGED,7,108,53,2.64,1738,3,4,2
Stirling-Tools/Stirling-PDF,MERGED,3,40,8,180.04,2094,4,4,4
Stirling-Tools/Stirling-PDF,MERGED,211,3904,27757,41.45,246,3,1,3
Stirling-Tools/Stirling-PDF,MERGED,125,21110,115,2.84,1738,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,13,665,26,17.59,1738,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,10,335,35,163.56,1746,3,1,2
Stirling-Tools/Stirling-PDF,MERGED,5,57,21,2.35,2150,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,1,0,10,2.11,343,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,1,1,1,45.25,14421,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,2,2,2,45.24,5938,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,3,7,7,45.26,9398,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,2,2,45.29,5577,1,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,6,4,60.63,35,4,2,2
Stirling-Tools/Stirling-PDF,MERGED,4,27,7,3.2,1738,2,0,1
Stirling-Tools/Stirling-PDF,MERGED,1,137,0,113.97,1635,3,1,2
Stirling-Tools/Stirling-PDF,MERGED,1,188,77,1.14,1836,2,1,1
Stirling-Tools/Stirling-PDF,MERGED,2,70,0,90.54,189,3,1,2
Stirling-Tools/Stirling-PDF,MERGED,6,139,80,59.56,1915,4,6,5
Stirling-Tools/Stirling-PDF,MERGED,22,1102,2552,188.19,1875,3,0,2
Stirling-Tools/Stirling-PDF,MERGED,87,1527,344,149.92,8153,3,3,8
Stirling-Tools/Stirling-PDF,MERGED,21,21,21,653.42,1970,2,5,1
Stirling-Tools/Stirling-PDF,MERGED,34,341,266,381.2,107,3,1,2
Stirling-Tools/Stirling-PDF,MERGED,42,12890,216,214.66,120,1,2,1
Stirling-Tools/Stirling-PDF,MERGED,2,2,1,3.78,1759,3,1,2
nilbuild/developer-roadmap,MERGED,1,1,1,38.59,0,3,0,1
nilbuild/developer-roadmap,MERGED,46,231,41,87.5,2699,3,1,1
nilbuild/developer-roadmap,MERGED,1,3,0,89.11,902,3,0,1
nilbuild/developer-roadmap,CLOSED,2,45,41,17.86,744,2,0,14
nilbuild/developer-roadmap,MERGED,13,60,11,2.75,2058,3,2,1
nilbuild/developer-roadmap,MERGED,10,32,7,2.83,1201,3,1,1
nilbuild/developer-roadmap,MERGED,15,53,9,3.11,2162,3,1,1
nilbuild/developer-roadmap,CLOSED,1,99,0,39.24,0,4,2,1
