Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
BurntSushi/ripgrep,CLOSED,2,2,1,159.72,48,3,6,1
BurntSushi/ripgrep,CLOSED,1,101,16,3953.03,1068,2,3,1
BurntSushi/ripgrep,CLOSED,1,1,0,4755.31,610,2,0,1
BurntSushi/ripgrep,CLOSED,1,1,1,4757.13,299,2,0,1
BurntSushi/ripgrep,CLOSED,1,111,1,4117.99,506,2,1,1
BurntSushi/ripgrep,CLOSED,1,1,1,4771.91,278,2,1,1
BurntSushi/ripgrep,CLOSED,1,6,5,5576.1,108,3,9,1
BurntSushi/ripgrep,MERGED,1,3,3,14.84,119,2,0,1
BurntSushi/ripgrep,MERGED,2,29,4,13.77,440,3,3,10
BurntSushi/ripgrep,CLOSED,1,10,1,6461.03,9,2,0,1
BurntSushi/ripgrep,CLOSED,1,10,1,6970.81,422,2,0,1
BurntSushi/ripgrep,CLOSED,1,1,0,7023.53,248,2,0,1
BurntSushi/ripgrep,CLOSED,1,1,1,7156.53,173,2,0,1
BurntSushi/ripgrep,CLOSED,1,4,0,7205.87,107,2,1,1
BurntSushi/ripgrep,CLOSED,5,11,12,8121.07,0,2,2,1
BurntSushi/ripgrep,CLOSED,1,69,14,8777.55,82,2,1,2
BurntSushi/ripgrep,MERGED,1,9,0,7.15,12,2,2,1
BurntSushi/ripgrep,CLOSED,1,21,9,10910.55,106,6,15,10
BurntSushi/ripgrep,MERGED,1,2,2,4.07,116,2,0,1
BurntSushi/ripgrep,CLOSED,1,2,2,12.51,186,2,0,6
BurntSushi/ripgrep,MERGED,1,6,0,1.03,215,2,0,3
BurntSushi/ripgrep,MERGED,1,1,1,39.83,80,2,0,1
BurntSushi/ripgrep,MERGED,3,24,2,8.03,1065,5,3,15
BurntSushi/ripgrep,MERGED,1,1,0,4.23,32,2,0,1
BurntSushi/ripgrep,MERGED,1,10,0,18.03,57,2,0,3
BurntSushi/ripgrep,MERGED,3,3,3,1515.39,0,4,6,1
BurntSushi/ripgrep,MERGED,1,2,2,4.29,0,2,0,1
BurntSushi/ripgrep,CLOSED,12,358,1,14504.82,185,3,3,7
BurntSushi/ripgrep,MERGED,1,1,1,1.74,0,2,0,1
BurntSushi/ripgrep,CLOSED,2,40,1,14846.5,457,2,0,1
BurntSushi/ripgrep,CLOSED,4,10,10,14896.72,591,2,3,1
BurntSushi/ripgrep,MERGED,2,18,7,408.0,788,2,0,1
BurntSushi/ripgrep,CLOSED,4,115,1,13701.73,11,2,4,1
BurntSushi/ripgrep,MERGED,1,2,2,792.82,0,2,0,1
BurntSushi/ripgrep,MERGED,1,1,1,1.34,194,2,0,1
BurntSushi/ripgrep,MERGED,1,7,0,20.46,0,2,0,3
BurntSushi/ripgrep,CLOSED,1,1,1,2.07,0,2,0,1
BurntSushi/ripgrep,CLOSED,1,3,2,15.96,690,2,0,1
BurntSushi/ripgrep,CLOSED,1,20,25,531.58,294,3,4,5
BurntSushi/ripgrep,CLOSED,1,10,2,846.91,270,2,1,1
BurntSushi/ripgrep,CLOSED,1,16,1,910.68,2643,2,2,3
BurntSushi/ripgrep,CLOSED,1,5,5,968.46,0,2,2,1
BurntSushi/ripgrep,MERGED,1,1,1,40.41,549,2,0,1
BurntSushi/ripgrep,MERGED,70,1437,2102,317.4,612,2,0,1
BurntSushi/ripgrep,CLOSED,2,8,8,337.72,254,2,0,4
BurntSushi/ripgrep,MERGED,1,1,1,1.21,152,2,0,1
BurntSushi/ripgrep,CLOSED,2,42,0,567.99,360,2,2,1
BurntSushi/ripgrep,MERGED,2,2,1,14.32,316,2,0,1
BurntSushi/ripgrep,MERGED,2,6,2,2.31,235,2,0,1
BurntSushi/ripgrep,MERGED,1,1,0,2.95,43,3,2,1
BurntSushi/ripgrep,MERGED,2,101,55,1504.6,976,2,0,1
BurntSushi/ripgrep,MERGED,1,2,0,24.71,348,2,1,6
BurntSushi/ripgrep,CLOSED,2,2,2,469.55,122,4,1,1
BurntSushi/ripgrep,CLOSED,1,5,3,958.47,463,2,3,6
BurntSushi/ripgrep,CLOSED,19,1206,87,4225.62,2904,10,60,2
BurntSushi/ripgrep,MERGED,1,2,2,253.43,121,2,1,1
BurntSushi/ripgrep,CLOSED,1,4,3,2788.81,33,2,1,2
BurntSushi/ripgrep,MERGED,1,5,1,25.42,807,2,0,3
BurntSushi/ripgrep,CLOSED,1,51,4,4521.29,579,4,7,7
BurntSushi/ripgrep,CLOSED,1,7,0,4584.57,239,3,1,1
BurntSushi/ripgrep,MERGED,1,1,0,13.47,132,2,0,1
BurntSushi/ripgrep,CLOSED,1,37,5,5039.92,366,2,0,1
BurntSushi/ripgrep,CLOSED,4,214,80,5361.5,172,2,3,6
BurntSushi/ripgrep,CLOSED,1,5,14,5397.38,278,2,0,1
BurntSushi/ripgrep,CLOSED,1,1,4,5450.41,138,2,0,1
BurntSushi/ripgrep,CLOSED,1,5,2,5522.29,355,2,1,1
BurntSushi/ripgrep,MERGED,1,1,0,69.06,32,2,0,3
BurntSushi/ripgrep,MERGED,1,7,0,32.69,21,2,0,5
BurntSushi/ripgrep,MERGED,1,1,0,8.13,38,2,0,1
BurntSushi/ripgrep,MERGED,1,2,0,67.83,217,2,0,3
BurntSushi/ripgrep,CLOSED,1,7,0,6508.36,0,2,0,3
BurntSushi/ripgrep,CLOSED,2,33,36,8.36,377,2,0,1
BurntSushi/ripgrep,CLOSED,1,6,0,8.49,419,2,1,1
BurntSushi/ripgrep,MERGED,1,2,2,2.21,257,2,0,1
BurntSushi/ripgrep,CLOSED,2,31,2,9283.22,265,2,0,1
BurntSushi/ripgrep,MERGED,1,1,0,17.63,641,2,0,1
BurntSushi/ripgrep,MERGED,1,2,1,13.77,42,2,0,3
BurntSushi/ripgrep,MERGED,1,3,3,17.9,86,2,0,1
BurntSushi/ripgrep,CLOSED,1,77,16,8398.43,1520,3,7,1
BurntSushi/ripgrep,MERGED,1,8,3,4.1,0,2,0,10
openinterpreter/open-interpreter,MERGED,1,1,1,176.82,664,4,0,2
openinterpreter/open-interpreter,MERGED,1,1,1,47.01,83,3,0,1
openinterpreter/open-interpreter,MERGED,1,1,10,1847.45,429,2,5,3
openinterpreter/open-interpreter,CLOSED,1,7,4,5837.69,458,1,0,1
openinterpreter/open-interpreter,CLOSED,3,2431,2,10289.15,232,5,5,2
openinterpreter/open-interpreter,MERGED,1,1,1,37.5,875,2,1,1
openinterpreter/open-interpreter,MERGED,1,1,1,39.4,635,6,4,2
openinterpreter/open-interpreter,CLOSED,1,32,0,67.11,429,2,1,4
openinterpreter/open-interpreter,MERGED,2,78,6,77.81,516,3,0,1
openinterpreter/open-interpreter,CLOSED,1,32,0,473.8,456,2,3,2
openinterpreter/open-interpreter,MERGED,1,1,1,732.56,356,3,0,1
openinterpreter/open-interpreter,CLOSED,0,0,0,1144.24,429,3,4,2
openinterpreter/open-interpreter,MERGED,5,256,53,10.11,77,2,0,2
openinterpreter/open-interpreter,MERGED,2,46,0,84.31,568,3,1,3
openinterpreter/open-interpreter,CLOSED,0,0,0,778.79,637,3,2,1
openinterpreter/open-interpreter,MERGED,1,1,1,166.25,719,3,2,1
openinterpreter/open-interpreter,MERGED,1,28,0,65.99,518,3,3,1
openinterpreter/open-interpreter,MERGED,1,19,4,80.38,2614,4,3,1
openinterpreter/open-interpreter,CLOSED,4,45,73,14326.61,560,4,3,1
openinterpreter/open-interpreter,CLOSED,13,217,156,4841.05,549,3,3,1
openinterpreter/open-interpreter,MERGED,2,3,2,134.26,485,4,0,3
openinterpreter/open-interpreter,MERGED,1,4,4,18.06,1413,3,2,1
openinterpreter/open-interpreter,MERGED,8,374,70,11.37,744,4,4,2
openinterpreter/open-interpreter,MERGED,1,5,5,73.17,229,3,1,1
openinterpreter/open-interpreter,MERGED,1,6,5,91.33,429,3,0,1
openinterpreter/open-interpreter,CLOSED,2,10,3,743.65,1242,2,3,3
openinterpreter/open-interpreter,MERGED,1,2,2,26.2,492,3,1,1
openinterpreter/open-interpreter,MERGED,1,1,1,33.85,527,3,1,1
openinterpreter/open-interpreter,CLOSED,0,0,0,168.24,530,5,2,1
openinterpreter/open-interpreter,MERGED,1,4,3,38.84,429,3,2,3
openinterpreter/open-interpreter,MERGED,2,80,0,294.34,556,3,4,4
openinterpreter/open-interpreter,CLOSED,7,5,15,213.05,1666,3,1,1
openinterpreter/open-interpreter,MERGED,3,15,13,51.45,627,3,1,4
openinterpreter/open-interpreter,MERGED,2,3,12,565.26,621,2,11,2
openinterpreter/open-interpreter,MERGED,2,12,11,13.28,904,3,3,3
openinterpreter/open-interpreter,CLOSED,2,99,22,24.35,1242,3,5,5
openinterpreter/open-interpreter,MERGED,4,6,6,5.72,507,3,1,2
openinterpreter/open-interpreter,MERGED,2,19,2,131.19,482,3,3,3
openinterpreter/open-interpreter,MERGED,1,4,0,79.54,529,3,0,1
openinterpreter/open-interpreter,MERGED,1,17,2,4.32,792,3,1,1
openinterpreter/open-interpreter,CLOSED,1,8,0,2471.26,503,3,3,1
openinterpreter/open-interpreter,MERGED,1,15,1,246.33,691,4,4,2
openinterpreter/open-interpreter,MERGED,1,209,47,246.83,229,4,3,1
openinterpreter/open-interpreter,MERGED,1,2,0,60.77,771,3,4,1
openinterpreter/open-interpreter,MERGED,3,201,95,179.16,520,3,3,2
openinterpreter/open-interpreter,MERGED,3,35,1,92.01,621,2,1,1
openinterpreter/open-interpreter,MERGED,2,71,15,60.08,636,3,2,1
openinterpreter/open-interpreter,MERGED,1,4,0,132.01,452,3,5,5
openinterpreter/open-interpreter,CLOSED,2,38,30,27.13,595,2,1,5
openinterpreter/open-interpreter,MERGED,1,8,3,11.04,448,4,2,2
openinterpreter/open-interpreter,MERGED,1,0,1,26.39,401,3,0,1
openinterpreter/open-interpreter,MERGED,6,93,3,55.06,479,2,1,3
openinterpreter/open-interpreter,MERGED,3,24,41,78.22,1403,2,2,2
openinterpreter/open-interpreter,MERGED,4,37,1,348.74,526,3,9,2
openinterpreter/open-interpreter,MERGED,51,899,615,145.41,742,2,1,1
openinterpreter/open-interpreter,MERGED,1,1,1,38.37,54,3,0,1
openinterpreter/open-interpreter,MERGED,3,3,3,9.55,609,4,2,1
openinterpreter/open-interpreter,MERGED,1,49,17,31.63,1440,3,4,1
openinterpreter/open-interpreter,MERGED,1,3,1,32.34,546,3,1,1
openinterpreter/open-interpreter,MERGED,2,20,3,36.7,743,3,4,6
openinterpreter/open-interpreter,MERGED,1,2,2,62.63,431,3,1,1
openinterpreter/open-interpreter,CLOSED,1,7,7,983.19,442,4,1,3
openinterpreter/open-interpreter,MERGED,1,4,4,70.88,448,3,1,1
openinterpreter/open-interpreter,MERGED,1,1,1,143.52,110,3,1,1
openinterpreter/open-interpreter,MERGED,1,1,1,41.57,0,3,0,1
openinterpreter/open-interpreter,MERGED,1,6,2,5.82,480,3,0,1
openinterpreter/open-interpreter,MERGED,1,5,5,11.04,490,3,0,1
openinterpreter/open-interpreter,MERGED,1,1,1,102.42,423,3,0,1
openinterpreter/open-interpreter,MERGED,6,78,4,26.1,375,3,2,4
openinterpreter/open-interpreter,CLOSED,1,297,0,653.88,383,5,0,3
openinterpreter/open-interpreter,MERGED,3,37,5,36.7,804,2,0,2
openinterpreter/open-interpreter,CLOSED,8,146,48,8803.21,1880,5,3,8
openinterpreter/open-interpreter,MERGED,10,255,82,47.64,2401,3,1,9
openinterpreter/open-interpreter,MERGED,3,63,5,23.88,1175,2,3,2
openinterpreter/open-interpreter,CLOSED,4,36,18,5087.61,592,4,2,6
openinterpreter/open-interpreter,CLOSED,10,230,54,588.89,2178,3,3,4
openinterpreter/open-interpreter,CLOSED,3,16,1,290.9,555,2,3,1
openinterpreter/open-interpreter,CLOSED,16,503,101,4425.56,492,3,2,2
openinterpreter/open-interpreter,CLOSED,2,45,5,9022.71,1375,3,10,6
openinterpreter/open-interpreter,MERGED,1,16,10,54.45,439,3,1,1
openinterpreter/open-interpreter,MERGED,1,4,1,88.91,583,2,1,1
openinterpreter/open-interpreter,MERGED,16,733,40,134.62,1273,2,10,7
openinterpreter/open-interpreter,CLOSED,1,5,0,745.97,715,2,1,2
openinterpreter/open-interpreter,MERGED,1,2,0,1289.6,828,4,6,4
openinterpreter/open-interpreter,MERGED,1,1,1,800.0,33,3,1,1
openinterpreter/open-interpreter,MERGED,1,2,0,800.1,137,3,0,1
openinterpreter/open-interpreter,CLOSED,1,4,1,770.6,674,2,1,1
openinterpreter/open-interpreter,CLOSED,1,18,5,770.62,638,2,1,1
openinterpreter/open-interpreter,CLOSED,3,46,3,4366.52,876,4,2,3
openinterpreter/open-interpreter,CLOSED,34,1961,196,4544.59,2334,11,46,52
openinterpreter/open-interpreter,CLOSED,1,1,1,832.45,62,2,2,3
openinterpreter/open-interpreter,CLOSED,1,4,4,985.45,291,4,5,1
openinterpreter/open-interpreter,CLOSED,3,112,24,871.84,1324,3,2,4
openinterpreter/open-interpreter,CLOSED,2,7,7,928.85,389,3,2,1
openinterpreter/open-interpreter,CLOSED,6,3097,254,1111.72,387,5,3,13
openinterpreter/open-interpreter,MERGED,1,1,0,6.74,140,2,0,1
openinterpreter/open-interpreter,CLOSED,3,32,1,1509.07,207,10,18,3
openinterpreter/open-interpreter,CLOSED,10,1699,1413,134.87,0,2,0,4
openinterpreter/open-interpreter,MERGED,2,110,8,13.99,1264,2,2,3
openinterpreter/open-interpreter,CLOSED,1,44,31,1084.78,373,6,15,2
traefik/traefik,MERGED,2,35,35,17.43,449,4,0,2
traefik/traefik,MERGED,1,1,1,87.21,764,4,0,2
traefik/traefik,MERGED,4,120,42,89.72,1168,4,0,2
traefik/traefik,MERGED,11,827,40,112.01,650,4,0,3
traefik/traefik,MERGED,13,116,2,1.42,256,5,0,1
traefik/traefik,MERGED,1,1,1,47.59,479,5,0,2
traefik/traefik,MERGED,7,2680,2221,25.78,478,6,0,3
traefik/traefik,MERGED,12,490,512,168.91,598,5,6,2
traefik/traefik,MERGED,3,1423,337,47.97,584,4,0,2
traefik/traefik,MERGED,2,15,18,47.78,304,5,2,2
traefik/traefik,MERGED,2,6,6,113.23,407,4,0,2
traefik/traefik,MERGED,11,116,2,3.98,670,4,0,3
traefik/traefik,MERGED,7,145,1,157.85,1203,7,3,2
traefik/traefik,MERGED,2,60,62,16.95,807,4,0,2
traefik/traefik,MERGED,2,93,93,23.11,474,5,0,2
traefik/traefik,MERGED,2,43,1,7.98,1569,4,0,2
traefik/traefik,MERGED,3,263,12,17.6,522,4,0,2
traefik/traefik,MERGED,1,1,1,166.44,496,3,0,1
traefik/traefik,MERGED,26,980,414,6.15,248,6,0,1
traefik/traefik,MERGED,5,460,60,22.78,1042,4,0,2
traefik/traefik,MERGED,15,680,386,27.6,1256,4,0,2
traefik/traefik,MERGED,3,1320,217,17.75,727,4,0,2
traefik/traefik,MERGED,4,90,61,117.82,1180,5,0,2
traefik/traefik,MERGED,4,81,12,21.95,784,4,0,2
traefik/traefik,MERGED,3,12,12,22.39,990,4,0,2
traefik/traefik,MERGED,10,245,16,44.57,801,4,0,2
traefik/traefik,MERGED,2,21,2,44.92,670,4,0,2
traefik/traefik,MERGED,5,129,9,19.77,1124,4,0,2
traefik/traefik,MERGED,2,123,272,71.35,818,4,0,2
traefik/traefik,MERGED,2,1087,54,65.59,1119,5,2,2
traefik/traefik,MERGED,2,88,12,324.9,604,5,0,2
traefik/traefik,MERGED,1,1,1,68.55,455,5,0,2
traefik/traefik,MERGED,2,72,15,96.82,966,5,1,2
traefik/traefik,MERGED,2,12,1,67.64,883,4,0,2
traefik/traefik,MERGED,1,373,355,4.4,809,4,0,2
traefik/traefik,MERGED,2,9,5,122.64,579,5,8,2
traefik/traefik,MERGED,1,2,2,8.08,919,4,2,1
traefik/traefik,MERGED,3,16,12,19.46,211,5,0,1
traefik/traefik,MERGED,220,9924,2070,24.39,261,19,0,1
traefik/traefik,MERGED,17,112,39,1.42,646,10,0,1
traefik/traefik,MERGED,3,10,5,45.3,1274,4,2,2
traefik/traefik,MERGED,7,194,30,648.77,871,11,10,2
traefik/traefik,MERGED,1,1,1,10.53,880,3,0,1
traefik/traefik,MERGED,3,57,14,16.67,732,5,0,2
traefik/traefik,CLOSED,6,8,8,15.34,1222,4,1,1
traefik/traefik,CLOSED,1,5,1,15.48,802,4,1,1
traefik/traefik,MERGED,10,93,5,186.27,1031,7,2,4
traefik/traefik,MERGED,1,1,1,197.58,794,4,1,2
traefik/traefik,MERGED,22,3733,182,186.3,1080,5,0,5
traefik/traefik,MERGED,5,242,1,98.25,584,6,1,2
traefik/traefik,MERGED,3,19,3,257.38,933,6,2,2
traefik/traefik,MERGED,1,1,1,69.37,804,3,0,1
traefik/traefik,MERGED,2,7,2,318.34,707,4,1,2
traefik/traefik,MERGED,5,151,5,108.7,1253,4,0,2
traefik/traefik,MERGED,51,1458,751,159.4,880,6,0,2
traefik/traefik,MERGED,325,16782,47243,1.35,261,21,0,1
traefik/traefik,MERGED,6,362,0,26.41,1746,5,5,2
traefik/traefik,MERGED,27,705,133,124.69,411,6,0,2
traefik/traefik,MERGED,1,3,3,5.58,442,5,0,2
traefik/traefik,MERGED,1,30,201,1.61,749,3,0,1
traefik/traefik,MERGED,1,1,1,38.82,427,5,6,1
traefik/traefik,MERGED,1,0,5,593.64,261,5,0,3
traefik/traefik,MERGED,4,160,24,25.09,779,4,0,2
traefik/traefik,MERGED,1,1,1,120.95,3894,4,3,3
traefik/traefik,MERGED,2,11,1,95.77,863,4,0,2
traefik/traefik,MERGED,3,10,3,68.86,1122,4,0,2
traefik/traefik,MERGED,2,19,1,96.23,309,4,0,2
traefik/traefik,MERGED,2,50,4,98.14,302,5,0,3
traefik/traefik,MERGED,5,60,0,6.7,289,4,0,2
traefik/traefik,MERGED,8,454,162,114.05,1105,5,0,3
traefik/traefik,MERGED,2,23,22,16.97,305,7,6,2
traefik/traefik,MERGED,2,3,3,97.96,568,6,0,2
traefik/traefik,MERGED,2,88,0,3.11,1139,4,0,2
traefik/traefik,MERGED,3,67,5,146.49,390,4,1,2
traefik/traefik,MERGED,3,2185,185,184.21,1209,6,1,2
traefik/traefik,MERGED,2,3,3,29.72,893,5,0,3
traefik/traefik,MERGED,1,1,1,16.94,802,4,0,1
traefik/traefik,MERGED,1,26,9,24.3,847,5,0,2
traefik/traefik,MERGED,1,1,1,70.74,835,6,2,4
traefik/traefik,MERGED,1,0,4,20.58,897,3,2,1
traefik/traefik,MERGED,6,119,119,100.13,482,5,0,2
traefik/traefik,MERGED,1,3,3,77.86,158,3,0,1
traefik/traefik,MERGED,1,1,1,24.55,794,3,2,1
traefik/traefik,MERGED,2,28,9,119.26,898,4,0,2
traefik/traefik,MERGED,4,17,4,97.43,1095,4,0,3
traefik/traefik,MERGED,1,0,14,140.94,478,4,5,2
traefik/traefik,MERGED,57,580,391,18.97,223,5,0,2
traefik/traefik,MERGED,8,112,19,21.31,273,4,0,3
traefik/traefik,MERGED,2,88,77,25.29,1055,5,0,2
traefik/traefik,MERGED,1,8,8,42.19,1228,3,0,1
traefik/traefik,MERGED,19,1870,947,208.95,430,7,0,4
traefik/traefik,MERGED,12,862,16,234.88,665,5,0,3
traefik/traefik,MERGED,117,9184,5811,266.28,2239,6,2,2
traefik/traefik,MERGED,4,17,30,5.2,684,3,0,1
traefik/traefik,MERGED,1,13,10,4.14,905,4,0,2
traefik/traefik,MERGED,1,36,0,641.75,1110,8,6,9
traefik/traefik,MERGED,9,384,384,42.95,1022,5,0,2
traefik/traefik,MERGED,11,278,87,48.99,837,7,0,2
traefik/traefik,MERGED,6,174,3,74.69,1077,4,3,3
traefik/traefik,MERGED,2,4,4,93.6,990,4,1,2
nocodb/nocodb,MERGED,128,3556,560,22.66,0,3,0,2
nocodb/nocodb,MERGED,1,9,2,72.37,278,2,0,1
nocodb/nocodb,MERGED,5,35,15,23.54,169,2,0,1
nocodb/nocodb,MERGED,1,4,5,43.79,317,2,0,1
nocodb/nocodb,MERGED,11,708,51,1.21,731,2,0,1
nocodb/nocodb,MERGED,3,28,3,2.3,739,2,0,1
nocodb/nocodb,MERGED,3,22,1,24.05,739,3,0,2
nocodb/nocodb,MERGED,2,9,3,6.53,739,2,0,1
nocodb/nocodb,MERGED,1,22,1,61.59,2157,4,1,2
nocodb/nocodb,MERGED,12,337,6,68.63,739,2,0,1
nocodb/nocodb,MERGED,2,246,210,69.92,739,2,0,1
nocodb/nocodb,MERGED,1,7,5,1.49,738,3,0,1
nocodb/nocodb,MERGED,6,43,1,1.57,739,2,0,1
nocodb/nocodb,MERGED,1,1,0,4.5,739,2,0,1
nocodb/nocodb,MERGED,6,21,3,22.36,748,2,0,1
nocodb/nocodb,MERGED,2,16,1,22.35,759,2,0,1
nocodb/nocodb,MERGED,5,406,43,1.26,159,2,0,1
nocodb/nocodb,MERGED,24,151,56,100.71,298,2,0,1
nocodb/nocodb,MERGED,41,1657,308,321.09,329,3,0,1
nocodb/nocodb,MERGED,8,50,43,8.72,739,2,0,1
nocodb/nocodb,MERGED,1,1,1,39.97,1514,3,3,2
nocodb/nocodb,MERGED,4,78,97,18.53,317,2,0,1
